index,D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Acidobacteria;__,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Actinobacteria;__,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Bacteroidetes;__,D_0__Bacteria;D_1__Chloroflexi;D_2__AD3,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Chloroflexi;__,D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres,D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci,D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae,D_0__Bacteria;D_1__Elusimicrobia;D_2__Elusimicrobia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIa,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Elusimicrobia;__,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Firmicutes;__,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Latescibacteria;D_2__Latescibacteria,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Acidobacterium sp.,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Fibrobacteres bacterium,D_0__Bacteria;D_1__Latescibacteria;__,D_0__Bacteria;D_1__Nitrospirae;D_2__4-29-1,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Patescibacteria;D_2__CPR2,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria),D_0__Bacteria;D_1__Planctomycetes;D_2__OM190,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Planctomycetes;__,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;__,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Spirochaetes;D_2__Leptospirae,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WS2;D_2__metagenome,D_0__Bacteria;__;__,Name,Collection,State,TimePoint
ERR2654567,0.0,622.0,429.0,143.0,10.0,0.0,13.0,4.0,11.0,420.0,0.0,137.0,191.0,1493.0,4.0,14.0,480.0,434.0,0.0,675.0,3.0,0.0,31.0,80.0,37.0,14.0,4.0,8.0,52.0,5.0,0.0,30.0,0.0,6.0,58.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,809.0,44.0,0.0,60.0,13.0,2.0,0.0,6.0,7.0,29.0,0.0,37.0,0.0,0.0,7.0,42.0,0.0,2377.0,241.0,764.0,121.0,74.0,0.0,2335.0,0.0,483.0,F06D,September,drought,2 months recovery
ERR2654409,0.0,287.0,191.0,38.0,2.0,0.0,5.0,12.0,3.0,540.0,0.0,33.0,261.0,1377.0,0.0,14.0,502.0,319.0,0.0,455.0,3.0,0.0,14.0,82.0,42.0,25.0,12.0,2.0,109.0,4.0,2.0,36.0,0.0,2.0,49.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,21.0,0.0,25.0,9.0,3.0,2.0,11.0,2.0,13.0,0.0,25.0,0.0,0.0,0.0,37.0,0.0,1279.0,126.0,442.0,62.0,33.0,0.0,928.0,0.0,489.0,A05A,September,drought,Before drought
ERR2654579,0.0,325.0,184.0,50.0,8.0,0.0,10.0,8.0,12.0,287.0,0.0,43.0,225.0,1201.0,2.0,26.0,394.0,319.0,2.0,273.0,0.0,0.0,49.0,51.0,30.0,17.0,17.0,6.0,72.0,13.0,2.0,30.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,407.0,24.0,0.0,33.0,5.0,0.0,0.0,14.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1434.0,118.0,371.0,53.0,67.0,0.0,932.0,0.0,453.0,G01D,September,control,2 months recovery
ERR2654512,0.0,159.0,88.0,6.0,4.0,0.0,4.0,9.0,8.0,229.0,0.0,31.0,89.0,523.0,3.0,6.0,231.0,130.0,0.0,165.0,0.0,0.0,5.0,30.0,13.0,11.0,7.0,0.0,26.0,2.0,0.0,16.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,240.0,9.0,0.0,11.0,4.0,7.0,0.0,26.0,0.0,22.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,787.0,80.0,201.0,55.0,47.0,2.0,710.0,0.0,215.0,D08B,September,drought,At the end of the drought
ERR2654404,0.0,480.0,454.0,251.0,10.0,8.0,32.0,56.0,43.0,572.0,0.0,115.0,293.0,1321.0,17.0,15.0,478.0,415.0,5.0,970.0,11.0,4.0,63.0,171.0,72.0,32.0,30.0,15.0,101.0,38.0,0.0,55.0,2.0,6.0,4.0,4.0,2.0,0.0,0.0,0.0,8.0,7.0,0.0,64.0,539.0,44.0,0.0,85.0,35.0,19.0,4.0,126.0,8.0,35.0,0.0,20.0,2.0,0.0,17.0,69.0,0.0,2261.0,542.0,1000.0,282.0,101.0,4.0,1672.0,0.0,834.0,A03C,September,control,A week recovery
ERR2654550,0.0,58.0,31.0,4.0,2.0,0.0,2.0,0.0,0.0,70.0,0.0,2.0,35.0,335.0,0.0,0.0,131.0,69.0,0.0,32.0,0.0,0.0,6.0,11.0,5.0,10.0,4.0,2.0,16.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,13.0,73.0,11.0,5.0,0.0,190.0,0.0,74.0,F02A,September,drought,Before drought
ERR2654416,2.0,415.0,231.0,88.0,5.0,7.0,5.0,12.0,14.0,460.0,0.0,73.0,275.0,1256.0,4.0,17.0,494.0,392.0,3.0,776.0,6.0,0.0,28.0,49.0,48.0,21.0,8.0,7.0,112.0,12.0,2.0,53.0,0.0,4.0,55.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,36.0,410.0,34.0,0.0,61.0,13.0,2.0,0.0,10.0,2.0,24.0,0.0,3.0,0.0,0.0,4.0,42.0,0.0,1662.0,170.0,681.0,98.0,39.0,2.0,1143.0,0.0,612.0,A06D,September,control,2 months recovery
ERR2654490,0.0,254.0,132.0,60.0,7.0,2.0,15.0,6.0,9.0,313.0,0.0,48.0,238.0,1190.0,3.0,18.0,382.0,282.0,0.0,292.0,2.0,0.0,28.0,54.0,29.0,11.0,21.0,14.0,90.0,2.0,0.0,21.0,0.0,0.0,147.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,356.0,10.0,0.0,22.0,5.0,0.0,0.0,13.0,0.0,26.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,1399.0,143.0,418.0,70.0,36.0,0.0,917.0,0.0,439.0,D01D,September,control,2 months recovery
ERR2654413,0.0,386.0,239.0,64.0,6.0,2.0,19.0,8.0,16.0,556.0,0.0,57.0,383.0,1915.0,5.0,28.0,667.0,451.0,0.0,586.0,0.0,5.0,41.0,155.0,85.0,39.0,18.0,17.0,127.0,16.0,3.0,82.0,0.0,5.0,62.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,422.0,27.0,0.0,33.0,13.0,3.0,0.0,28.0,0.0,19.0,0.0,53.0,0.0,0.0,0.0,58.0,0.0,1895.0,174.0,717.0,97.0,51.0,0.0,1491.0,2.0,668.0,A06A,September,control,Before drought
ERR2654468,0.0,72.0,53.0,5.0,2.0,0.0,6.0,10.0,8.0,114.0,0.0,9.0,63.0,315.0,0.0,9.0,115.0,73.0,0.0,56.0,0.0,0.0,4.0,13.0,10.0,2.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,6.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,422.0,30.0,79.0,19.0,18.0,0.0,501.0,0.0,89.0,C04B,September,drought,At the end of the drought
ERR2654510,0.0,246.0,112.0,47.0,3.0,6.0,12.0,11.0,15.0,273.0,0.0,47.0,235.0,1312.0,4.0,13.0,436.0,274.0,0.0,568.0,0.0,2.0,30.0,99.0,50.0,25.0,10.0,4.0,65.0,2.0,6.0,38.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,410.0,32.0,0.0,42.0,9.0,2.0,0.0,15.0,3.0,13.0,0.0,18.0,0.0,0.0,0.0,37.0,0.0,1457.0,142.0,473.0,91.0,42.0,0.0,1145.0,0.0,423.0,D07B,September,control,At the end of the drought
ERR2654410,2.0,366.0,165.0,35.0,2.0,2.0,13.0,20.0,29.0,410.0,0.0,48.0,191.0,851.0,6.0,19.0,333.0,246.0,0.0,212.0,5.0,3.0,10.0,69.0,30.0,19.0,0.0,8.0,72.0,9.0,0.0,29.0,0.0,3.0,40.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,371.0,24.0,0.0,14.0,11.0,3.0,0.0,16.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0,1347.0,153.0,335.0,79.0,53.0,0.0,1383.0,0.0,380.0,A05B,September,drought,At the end of the drought
ERR2654591,0.0,557.0,316.0,122.0,15.0,2.0,4.0,4.0,5.0,343.0,0.0,78.0,169.0,1156.0,2.0,16.0,502.0,367.0,0.0,422.0,0.0,0.0,32.0,50.0,21.0,8.0,19.0,5.0,81.0,11.0,0.0,36.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,40.0,0.0,72.0,4.0,0.0,0.0,4.0,4.0,7.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,2263.0,180.0,751.0,140.0,53.0,0.0,1650.0,0.0,415.0,G05C,September,drought,A week recovery
ERR2654411,0.0,347.0,248.0,73.0,3.0,0.0,0.0,3.0,5.0,252.0,0.0,61.0,137.0,1106.0,8.0,9.0,437.0,257.0,0.0,330.0,0.0,0.0,13.0,43.0,27.0,6.0,2.0,3.0,74.0,10.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,43.0,434.0,20.0,0.0,27.0,3.0,0.0,0.0,6.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,46.0,0.0,2079.0,131.0,939.0,134.0,33.0,0.0,1298.0,0.0,340.0,A05C,September,drought,A week recovery
ERR2654559,0.0,478.0,220.0,108.0,0.0,2.0,10.0,2.0,10.0,330.0,0.0,91.0,193.0,1341.0,2.0,18.0,556.0,360.0,0.0,220.0,0.0,0.0,25.0,38.0,31.0,7.0,12.0,2.0,73.0,7.0,0.0,24.0,0.0,4.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,35.0,2.0,30.0,2.0,0.0,0.0,2.0,7.0,9.0,2.0,26.0,0.0,0.0,0.0,75.0,0.0,2228.0,149.0,446.0,75.0,46.0,0.0,1976.0,0.0,363.0,F04D,September,drought,2 months recovery
ERR2654421,0.0,450.0,246.0,82.0,9.0,0.0,10.0,25.0,12.0,272.0,2.0,70.0,141.0,1092.0,0.0,16.0,294.0,221.0,0.0,500.0,2.0,2.0,50.0,54.0,30.0,16.0,11.0,0.0,44.0,20.0,0.0,26.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,303.0,12.0,0.0,54.0,16.0,3.0,3.0,37.0,0.0,18.0,0.0,18.0,0.0,0.0,2.0,28.0,0.0,1517.0,172.0,616.0,145.0,45.0,0.0,811.0,2.0,343.0,A08C,September,control,2 months recovery
ERR2654482,0.0,378.0,210.0,52.0,5.0,3.0,9.0,11.0,13.0,311.0,0.0,48.0,237.0,1446.0,0.0,21.0,429.0,337.0,0.0,733.0,0.0,4.0,26.0,97.0,45.0,16.0,7.0,9.0,64.0,16.0,2.0,23.0,0.0,2.0,234.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,4.0,46.0,602.0,37.0,0.0,39.0,6.0,0.0,0.0,20.0,2.0,16.0,0.0,19.0,0.0,0.0,0.0,51.0,0.0,1806.0,172.0,677.0,88.0,42.0,0.0,1641.0,0.0,492.0,C08B,September,control,At the end of the drought
ERR2654594,2.0,90.0,37.0,11.0,0.0,0.0,6.0,4.0,13.0,195.0,0.0,7.0,70.0,327.0,0.0,4.0,144.0,120.0,0.0,35.0,0.0,2.0,5.0,14.0,17.0,15.0,5.0,0.0,37.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,507.0,44.0,111.0,18.0,20.0,0.0,386.0,0.0,130.0,G06B,September,drought,At the end of the drought
ERR2654593,0.0,352.0,148.0,38.0,10.0,2.0,14.0,2.0,7.0,391.0,0.0,48.0,272.0,1528.0,5.0,20.0,491.0,376.0,0.0,429.0,2.0,2.0,19.0,134.0,57.0,25.0,10.0,2.0,89.0,13.0,3.0,56.0,0.0,2.0,78.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,335.0,15.0,0.0,31.0,5.0,5.0,0.0,18.0,5.0,23.0,0.0,10.0,0.0,0.0,0.0,24.0,0.0,1678.0,173.0,453.0,73.0,38.0,0.0,1204.0,0.0,443.0,G06A,September,drought,Before drought
ERR2654513,0.0,530.0,251.0,85.0,6.0,2.0,10.0,27.0,9.0,459.0,0.0,50.0,318.0,1736.0,3.0,32.0,681.0,444.0,4.0,710.0,2.0,8.0,52.0,111.0,105.0,27.0,20.0,6.0,111.0,16.0,0.0,79.0,0.0,6.0,96.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,17.0,613.0,41.0,0.0,56.0,15.0,12.0,0.0,38.0,8.0,20.0,0.0,23.0,0.0,0.0,4.0,53.0,0.0,2460.0,246.0,635.0,145.0,43.0,0.0,1597.0,0.0,664.0,D08C,September,control,A week recovery
ERR2654518,0.0,205.0,90.0,31.0,0.0,2.0,11.0,8.0,14.0,170.0,0.0,45.0,143.0,731.0,2.0,15.0,250.0,145.0,0.0,269.0,0.0,0.0,6.0,57.0,2.0,9.0,4.0,0.0,68.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,10.0,128.0,2.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,20.0,0.0,916.0,81.0,358.0,92.0,15.0,0.0,441.0,0.0,345.0,E01B,September,control,At the end of the drought
ERR2654606,0.0,354.0,167.0,45.0,6.0,2.0,16.0,7.0,11.0,356.0,2.0,66.0,258.0,1728.0,5.0,27.0,471.0,320.0,0.0,678.0,4.0,2.0,34.0,95.0,55.0,23.0,22.0,10.0,123.0,13.0,0.0,63.0,0.0,0.0,103.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,348.0,30.0,3.0,38.0,13.0,0.0,0.0,25.0,0.0,26.0,0.0,46.0,0.0,0.0,0.0,33.0,0.0,1753.0,136.0,561.0,104.0,35.0,0.0,1118.0,0.0,590.0,H01B,September,control,At the end of the drought
ERR2654447,2.0,310.0,167.0,51.0,9.0,0.0,16.0,11.0,7.0,354.0,0.0,63.0,286.0,1446.0,9.0,23.0,505.0,378.0,0.0,544.0,9.0,0.0,30.0,140.0,68.0,16.0,19.0,5.0,95.0,17.0,0.0,38.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,372.0,22.0,0.0,41.0,14.0,5.0,0.0,13.0,6.0,30.0,0.0,22.0,3.0,2.0,2.0,31.0,0.0,1534.0,184.0,513.0,86.0,30.0,0.0,1154.0,0.0,522.0,B06D,September,control,2 months recovery
ERR2654503,0.0,211.0,193.0,49.0,4.0,0.0,4.0,0.0,4.0,184.0,0.0,42.0,128.0,914.0,3.0,2.0,423.0,236.0,2.0,346.0,2.0,0.0,13.0,17.0,9.0,4.0,4.0,0.0,55.0,0.0,0.0,11.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,33.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,23.0,0.0,0.0,0.0,27.0,0.0,1810.0,91.0,586.0,117.0,7.0,0.0,1290.0,0.0,242.0,D05C,September,drought,A week recovery
ERR2654601,0.0,385.0,268.0,47.0,0.0,0.0,0.0,0.0,4.0,142.0,0.0,30.0,65.0,848.0,2.0,2.0,339.0,188.0,0.0,476.0,0.0,0.0,3.0,14.0,15.0,4.0,0.0,2.0,32.0,2.0,0.0,11.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,644.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,63.0,0.0,0.0,0.0,19.0,0.0,1687.0,75.0,521.0,91.0,7.0,0.0,1211.0,0.0,186.0,G08C,September,drought,A week recovery
ERR2654582,0.0,168.0,126.0,41.0,5.0,0.0,2.0,4.0,0.0,199.0,0.0,24.0,172.0,953.0,0.0,9.0,344.0,220.0,0.0,273.0,0.0,0.0,15.0,36.0,15.0,8.0,6.0,4.0,69.0,0.0,0.0,22.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,187.0,16.0,0.0,22.0,0.0,0.0,2.0,2.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,844.0,31.0,334.0,55.0,21.0,0.0,670.0,0.0,235.0,G02D,September,control,2 months recovery
ERR2654609,0.0,178.0,113.0,37.0,0.0,2.0,6.0,12.0,2.0,153.0,0.0,22.0,93.0,456.0,2.0,7.0,157.0,137.0,0.0,132.0,0.0,0.0,16.0,14.0,11.0,4.0,8.0,2.0,42.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,145.0,9.0,0.0,12.0,5.0,2.0,0.0,32.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,771.0,64.0,239.0,59.0,32.0,0.0,333.0,0.0,201.0,H02C,September,control,A week recovery
ERR2654461,0.0,140.0,55.0,7.0,4.0,0.0,4.0,6.0,2.0,166.0,0.0,15.0,87.0,416.0,5.0,8.0,159.0,128.0,0.0,84.0,3.0,0.0,3.0,32.0,13.0,24.0,2.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,141.0,12.0,0.0,8.0,2.0,3.0,0.0,29.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,610.0,41.0,122.0,29.0,26.0,0.0,532.0,0.0,164.0,C02B,September,drought,At the end of the drought
ERR2654476,0.0,153.0,81.0,36.0,6.0,0.0,5.0,9.0,2.0,157.0,0.0,7.0,121.0,689.0,2.0,4.0,246.0,171.0,0.0,212.0,0.0,0.0,12.0,37.0,14.0,12.0,5.0,0.0,40.0,3.0,0.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,250.0,18.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,744.0,59.0,213.0,39.0,24.0,0.0,506.0,0.0,183.0,C06B,September,control,At the end of the drought
ERR2654546,0.0,434.0,201.0,60.0,7.0,0.0,19.0,13.0,16.0,535.0,0.0,54.0,311.0,1862.0,10.0,22.0,578.0,384.0,0.0,816.0,0.0,3.0,34.0,134.0,70.0,48.0,15.0,14.0,144.0,18.0,5.0,56.0,0.0,0.0,125.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,520.0,30.0,0.0,39.0,19.0,2.0,0.0,27.0,3.0,32.0,0.0,45.0,4.0,0.0,2.0,32.0,0.0,2205.0,230.0,791.0,120.0,53.0,0.0,1219.0,0.0,710.0,F01A,September,control,Before drought
ERR2654577,0.0,269.0,136.0,39.0,3.0,5.0,7.0,11.0,12.0,287.0,0.0,35.0,174.0,968.0,5.0,17.0,311.0,211.0,0.0,466.0,2.0,2.0,28.0,73.0,29.0,12.0,21.0,0.0,56.0,2.0,0.0,47.0,0.0,2.0,10.0,0.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,12.0,248.0,17.0,0.0,23.0,7.0,2.0,0.0,21.0,2.0,27.0,0.0,9.0,0.0,0.0,0.0,21.0,0.0,1144.0,83.0,416.0,53.0,20.0,0.0,662.0,0.0,420.0,G01B,September,control,At the end of the drought
ERR2654397,0.0,430.0,239.0,74.0,8.0,2.0,20.0,19.0,14.0,403.0,4.0,60.0,328.0,1644.0,2.0,19.0,569.0,470.0,2.0,840.0,7.0,0.0,29.0,89.0,72.0,27.0,9.0,8.0,114.0,28.0,0.0,41.0,0.0,3.0,54.0,5.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,53.0,521.0,37.0,0.0,59.0,24.0,0.0,0.0,13.0,8.0,18.0,0.0,21.0,0.0,0.0,3.0,72.0,0.0,2183.0,197.0,644.0,107.0,56.0,0.0,1558.0,0.0,577.0,A01D,September,control,2 months recovery
ERR2654614,0.0,266.0,275.0,46.0,4.0,0.0,4.0,0.0,0.0,242.0,0.0,43.0,185.0,1244.0,0.0,18.0,583.0,390.0,0.0,289.0,4.0,0.0,26.0,38.0,31.0,13.0,14.0,8.0,60.0,7.0,2.0,20.0,0.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,419.0,17.0,0.0,33.0,6.0,0.0,0.0,4.0,2.0,8.0,0.0,31.0,0.0,0.0,4.0,35.0,0.0,1616.0,89.0,431.0,43.0,57.0,0.0,1396.0,0.0,374.0,H03D,September,drought,2 months recovery
ERR2654605,0.0,314.0,133.0,48.0,8.0,0.0,18.0,4.0,15.0,407.0,0.0,54.0,224.0,1679.0,4.0,23.0,552.0,307.0,0.0,678.0,5.0,2.0,22.0,95.0,40.0,20.0,19.0,2.0,106.0,7.0,4.0,56.0,0.0,3.0,251.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,418.0,41.0,0.0,32.0,5.0,0.0,0.0,13.0,0.0,14.0,0.0,34.0,2.0,0.0,0.0,37.0,0.0,1908.0,138.0,1012.0,69.0,33.0,0.0,915.0,0.0,501.0,H01A,September,control,Before drought
ERR2654599,2.0,352.0,159.0,32.0,7.0,0.0,12.0,11.0,4.0,401.0,0.0,28.0,254.0,1449.0,5.0,21.0,491.0,349.0,0.0,449.0,0.0,0.0,25.0,96.0,55.0,31.0,11.0,2.0,80.0,17.0,5.0,34.0,0.0,4.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,369.0,34.0,0.0,19.0,8.0,3.0,0.0,16.0,4.0,31.0,0.0,16.0,2.0,0.0,0.0,36.0,0.0,1633.0,139.0,442.0,67.0,50.0,0.0,1207.0,0.0,518.0,G08A,September,drought,Before drought
ERR2654465,2.0,312.0,230.0,62.0,2.0,6.0,4.0,15.0,11.0,301.0,0.0,46.0,208.0,944.0,2.0,21.0,321.0,247.0,0.0,517.0,0.0,2.0,26.0,112.0,27.0,14.0,14.0,8.0,50.0,10.0,3.0,42.0,0.0,5.0,9.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,2.0,15.0,261.0,11.0,0.0,41.0,9.0,5.0,0.0,17.0,2.0,11.0,0.0,17.0,2.0,0.0,0.0,26.0,0.0,1088.0,96.0,422.0,91.0,53.0,3.0,1089.0,0.0,421.0,C03B,September,control,At the end of the drought
ERR2654502,0.0,282.0,114.0,36.0,6.0,0.0,9.0,16.0,17.0,363.0,0.0,34.0,113.0,511.0,0.0,6.0,225.0,197.0,0.0,140.0,0.0,0.0,6.0,60.0,17.0,23.0,2.0,8.0,55.0,9.0,2.0,28.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,251.0,14.0,2.0,19.0,9.0,2.0,0.0,16.0,3.0,22.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1003.0,111.0,223.0,42.0,60.0,0.0,1185.0,0.0,237.0,D05B,September,drought,At the end of the drought
ERR2654522,0.0,88.0,42.0,7.0,2.0,0.0,7.0,6.0,4.0,153.0,0.0,25.0,76.0,419.0,3.0,5.0,160.0,114.0,0.0,55.0,0.0,2.0,8.0,26.0,5.0,18.0,8.0,0.0,43.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,126.0,11.0,0.0,2.0,3.0,0.0,0.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,498.0,41.0,129.0,34.0,17.0,0.0,394.0,0.0,197.0,E02B,September,drought,At the end of the drought
