index,D_0__Archaea;D_1__Altiarchaeota,D_0__Archaea;D_1__Asgardaeota,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Hadesarchaeaeota,D_0__Archaea;D_1__Hydrothermarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acetothermia,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Aegiribacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__Atribacteria,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Caldiserica,D_0__Bacteria;D_1__Calditrichaeota,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cloacimonetes,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firestonebacteria,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Fusobacteria,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__GN01,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Halanaerobiaeota,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__LCP-89,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Modulibacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Poribacteria,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Schekmanbacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__Synergistetes,D_0__Bacteria;D_1__TA06,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__WS4,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,LibraryName,Sample,Experiment Title,Nucleotide,Soil_Type,Treatment,Time_Series
SRR5192479,0.0,0.0,96.0,2.0,3511.0,0.0,0.0,0.0,131.0,0.0,1342.0,3215.0,0.0,64.0,0.0,12.0,529.0,0.0,0.0,0.0,1418.0,2.0,1518.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,359.0,0.0,8252.0,0.0,0.0,7.0,43.0,0.0,0.0,3.0,0.0,20.0,0.0,0.0,2.0,183.0,65.0,0.0,1.0,0.0,365.0,0.0,7567.0,135.0,0.0,205.0,7.0,0.0,1.0,275.0,0.0,1.0,6.0,0.0,18.0,0.0,1.0,R1B.4,SRS1932299,"RNA, incubated treatment, rain-fed soils",RNA,Rain-fed,Incubated,1.0
SRR5192367,0.0,2.0,1717.0,50.0,22040.0,0.0,0.0,4.0,1990.0,0.0,24424.0,35971.0,22.0,2329.0,0.0,446.0,23247.0,1.0,0.0,8.0,31949.0,46.0,2614.0,37.0,0.0,51.0,29.0,72.0,2.0,0.0,3.0,1195.0,0.0,73835.0,0.0,3.0,112.0,3873.0,0.0,111.0,13.0,0.0,1083.0,1.0,0.0,1.0,442.0,1791.0,4.0,0.0,72.0,5139.0,0.0,47816.0,1198.0,0.0,513.0,0.0,6.0,4.0,2105.0,2.0,34.0,89.0,7.0,42.0,70.0,27.0,D1A.3,SRS1944357,"DNA, incubated treatment, irrigated soils",DNA,Irrigated,Incubated,1.0
SRR5192401,0.0,32.0,105.0,0.0,2939.0,0.0,0.0,2.0,118.0,0.0,6081.0,3976.0,5.0,153.0,0.0,54.0,1092.0,0.0,0.0,0.0,2175.0,5.0,5128.0,3.0,0.0,3.0,4.0,120.0,40.0,0.0,8.0,149.0,1.0,17701.0,4.0,0.0,2.0,288.0,3.0,21.0,9.0,0.0,397.0,15.0,0.0,135.0,3409.0,745.0,1.0,0.0,2.0,1760.0,0.0,40206.0,1481.0,0.0,371.0,1.0,4.0,22.0,843.0,1.0,2.0,73.0,2.0,24.0,13.0,703.0,R0A.3,SRS1944399,"RNA, fresh treatment, irrigated soils",RNA,Irrigated,Fresh,0.0
SRR5192434,0.0,1.0,217.0,0.0,8337.0,0.0,0.0,0.0,117.0,0.0,4730.0,10923.0,1.0,471.0,0.0,2015.0,3952.0,1.0,0.0,0.0,1920.0,0.0,10890.0,1.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,297.0,0.0,89380.0,0.0,0.0,0.0,67.0,4.0,19.0,0.0,0.0,118.0,0.0,0.0,0.0,8.0,36.0,0.0,7.0,2.0,2213.0,0.0,58810.0,117.0,0.0,8.0,1.0,0.0,1101.0,811.0,0.0,0.0,111.0,0.0,126.0,0.0,9.0,R4A.3,SRS1944415,"RNA, re-incubated treatment, irrigated soils",RNA,Irrigated,Re-incubated,3.0
SRR5192456,0.0,2.0,3923.0,20.0,19224.0,0.0,0.0,5.0,2210.0,1.0,33175.0,34012.0,0.0,2485.0,0.0,510.0,11064.0,4.0,0.0,7.0,38193.0,15.0,3679.0,38.0,0.0,15.0,67.0,100.0,1.0,0.0,177.0,1542.0,10.0,50356.0,0.0,1.0,102.0,7574.0,7.0,43.0,38.0,0.0,1043.0,9.0,0.0,41.0,475.0,3959.0,2.0,1.0,248.0,3938.0,0.0,55915.0,2507.0,0.0,706.0,7.0,16.0,6.0,7516.0,5.0,1.0,70.0,4.0,94.0,314.0,76.0,D1B.3,SRS1932281,"DNA, incubated treatment, rain-fed soils",DNA,Rain-fed,Incubated,1.0
SRR5192473,1.0,24.0,398.0,0.0,2813.0,0.0,0.0,5.0,335.0,1.0,14039.0,8369.0,0.0,463.0,0.0,105.0,1494.0,0.0,1.0,0.0,5274.0,2.0,8448.0,1.0,1.0,2.0,12.0,86.0,10.0,0.0,3.0,249.0,1.0,20116.0,24.0,1.0,1.0,1075.0,8.0,21.0,18.0,0.0,692.0,7.0,0.0,89.0,2394.0,2587.0,5.0,0.0,7.0,2106.0,0.0,62252.0,3428.0,0.0,378.0,0.0,4.0,28.0,2784.0,0.0,1.0,21.0,0.0,38.0,23.0,126.0,R0B.3,SRS1932295,"RNA, fresh treatment, rain-fed soils",RNA,Rain-fed,Fresh,0.0
SRR5192492,0.0,0.0,506.0,0.0,14315.0,0.0,0.0,1.0,201.0,0.0,5974.0,16748.0,0.0,721.0,0.0,538.0,2163.0,0.0,0.0,0.0,4132.0,0.0,20657.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,3.0,1288.0,0.0,93643.0,0.0,1.0,0.0,271.0,0.0,290.0,0.0,0.0,63.0,0.0,0.0,0.0,8.0,144.0,0.0,35.0,0.0,8829.0,0.0,63817.0,391.0,0.0,3.0,0.0,0.0,253.0,1917.0,0.0,0.0,157.0,1.0,128.0,0.0,12.0,R4B.3,SRS1932310,"RNA, re-incubated treatment, rain-fed soils",RNA,Rain-fed,Re-incubated,3.0
SRR5192377,0.0,1.0,2029.0,0.0,9627.0,0.0,0.0,0.0,380.0,0.0,3474.0,10726.0,0.0,108.0,0.0,55.0,713.0,0.0,0.0,0.0,3966.0,4.0,1713.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,44.0,126.0,0.0,73351.0,0.0,1.0,15.0,469.0,0.0,1.0,11.0,0.0,64.0,0.0,0.0,0.0,33.0,328.0,1.0,0.0,6.0,745.0,0.0,20664.0,193.0,0.0,73.0,0.0,0.0,4.0,1229.0,0.0,0.0,8.0,0.0,61.0,1.0,12.0,D2A.4,SRS1944385,"DNA, dried treatment, irrigated soils",DNA,Irrigated,Dried,2.0
SRR5192411,0.0,1.0,379.0,0.0,1330.0,0.0,0.0,0.0,351.0,0.0,7309.0,3138.0,0.0,73.0,0.0,79.0,709.0,0.0,0.0,0.0,1626.0,0.0,1350.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,8.0,53.0,0.0,8197.0,0.0,0.0,2.0,237.0,1.0,10.0,1.0,0.0,75.0,0.0,0.0,4.0,219.0,323.0,0.0,0.0,0.0,1665.0,0.0,41335.0,326.0,0.0,48.0,1.0,0.0,7.0,1914.0,0.0,0.0,4.0,0.0,32.0,1.0,11.0,R1A.4,SRS1944403,"RNA, incubated treatment, irrigated soils",RNA,Irrigated,Incubated,1.0
SRR5192368,0.0,0.0,993.0,6.0,12172.0,0.0,0.0,6.0,382.0,0.0,15485.0,18986.0,1.0,675.0,22.0,104.0,4047.0,0.0,1.0,3.0,15271.0,0.0,984.0,1.0,19.0,1.0,17.0,7.0,0.0,0.0,7.0,284.0,0.0,44448.0,0.0,1.0,38.0,2379.0,0.0,2.0,8.0,0.0,327.0,1.0,0.0,1.0,173.0,2446.0,1.0,4.0,50.0,2058.0,0.0,30092.0,621.0,0.0,279.0,0.0,0.0,1.0,3651.0,0.0,1.0,45.0,3.0,52.0,3.0,24.0,D1A.4,SRS1944358,"DNA, incubated treatment, irrigated soils",DNA,Irrigated,Incubated,1.0
SRR5192402,1.0,15.0,92.0,1.0,2355.0,0.0,0.0,1.0,64.0,0.0,6671.0,4380.0,0.0,113.0,0.0,32.0,557.0,0.0,0.0,0.0,1708.0,0.0,2822.0,1.0,0.0,0.0,5.0,4.0,7.0,1.0,11.0,82.0,0.0,20572.0,3.0,0.0,3.0,248.0,3.0,7.0,7.0,0.0,325.0,1.0,0.0,10.0,1626.0,1880.0,4.0,0.0,3.0,1855.0,0.0,39078.0,1101.0,0.0,175.0,0.0,0.0,7.0,1854.0,0.0,0.0,21.0,0.0,12.0,3.0,175.0,R0A.4,SRS1944400,"RNA, fresh treatment, irrigated soils",RNA,Irrigated,Fresh,0.0
SRR5192436,0.0,0.0,182.0,0.0,6773.0,0.0,0.0,0.0,32.0,0.0,3040.0,8289.0,0.0,330.0,0.0,599.0,1894.0,0.0,0.0,0.0,1142.0,0.0,4223.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,440.0,0.0,61831.0,0.0,1.0,0.0,49.0,2.0,3.0,0.0,0.0,63.0,0.0,0.0,0.0,6.0,46.0,0.0,3.0,0.0,3289.0,0.0,59014.0,55.0,0.0,2.0,0.0,0.0,214.0,1097.0,0.0,0.0,39.0,1.0,112.0,0.0,1.0,R4A.4,SRS1944419,"RNA, re-incubated treatment, irrigated soils",RNA,Irrigated,Re-incubated,3.0
SRR5192455,0.0,3.0,2412.0,1.0,5887.0,0.0,0.0,4.0,3508.0,0.0,7907.0,7711.0,0.0,244.0,0.0,32.0,924.0,0.0,0.0,0.0,4292.0,1.0,541.0,2.0,0.0,2.0,7.0,61.0,1.0,0.0,8.0,31.0,0.0,10996.0,0.0,1.0,2.0,609.0,0.0,7.0,2.0,0.0,212.0,0.0,0.0,1.0,71.0,556.0,0.0,0.0,37.0,2272.0,0.0,13803.0,404.0,0.0,14.0,0.0,0.0,0.0,1284.0,0.0,4.0,0.0,0.0,32.0,4.0,11.0,D1B.2,SRS1932280,"DNA, incubated treatment, rain-fed soils",DNA,Rain-fed,Incubated,1.0
SRR5192472,0.0,2.0,182.0,0.0,828.0,0.0,0.0,1.0,876.0,0.0,4750.0,2174.0,0.0,72.0,0.0,7.0,262.0,0.0,0.0,0.0,713.0,0.0,1992.0,0.0,0.0,1.0,3.0,37.0,6.0,0.0,2.0,7.0,0.0,7926.0,0.0,0.0,1.0,56.0,0.0,3.0,1.0,0.0,388.0,0.0,0.0,0.0,627.0,538.0,0.0,0.0,4.0,2019.0,0.0,17598.0,568.0,0.0,19.0,0.0,0.0,7.0,566.0,0.0,5.0,0.0,0.0,10.0,3.0,19.0,R0B.2,SRS1932294,"RNA, fresh treatment, rain-fed soils",RNA,Rain-fed,Fresh,0.0
SRR5192491,0.0,0.0,292.0,0.0,3522.0,0.0,0.0,0.0,539.0,0.0,956.0,3447.0,0.0,75.0,0.0,33.0,214.0,0.0,0.0,0.0,953.0,0.0,3811.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,41.0,0.0,16047.0,0.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0,62.0,0.0,0.0,1.0,1215.0,0.0,22596.0,50.0,0.0,0.0,0.0,0.0,28.0,208.0,0.0,0.0,9.0,0.0,56.0,0.0,4.0,R4B.2,SRS1932308,"RNA, re-incubated treatment, rain-fed soils",RNA,Rain-fed,Re-incubated,3.0
SRR5192365,0.0,5.0,5297.0,2.0,15495.0,8.0,0.0,0.0,653.0,1.0,24140.0,15497.0,25.0,1047.0,0.0,305.0,18201.0,0.0,24.0,6.0,14347.0,15.0,3372.0,4.0,1.0,15.0,19.0,17.0,3.0,0.0,55.0,505.0,0.0,42235.0,0.0,3.0,31.0,3695.0,1.0,66.0,28.0,0.0,1234.0,4.0,0.0,1.0,281.0,3821.0,31.0,0.0,114.0,4122.0,0.0,40239.0,596.0,0.0,335.0,0.0,6.0,4.0,5310.0,0.0,29.0,123.0,0.0,79.0,85.0,45.0,D1A.2,SRS1944356,"DNA, incubated treatment, irrigated soils",DNA,Irrigated,Incubated,1.0
SRR5192397,0.0,10.0,305.0,0.0,1503.0,1.0,0.0,0.0,154.0,1.0,8256.0,2729.0,3.0,115.0,0.0,92.0,1489.0,0.0,8.0,1.0,1597.0,1.0,10547.0,1.0,2.0,0.0,3.0,20.0,31.0,0.0,11.0,113.0,0.0,12720.0,28.0,0.0,4.0,713.0,3.0,34.0,35.0,0.0,265.0,6.0,0.0,198.0,762.0,1062.0,4.0,0.0,3.0,1844.0,0.0,44761.0,1264.0,0.0,227.0,0.0,0.0,17.0,2814.0,0.0,0.0,35.0,0.0,30.0,4.0,31.0,R0A.2,SRS1944398,"RNA, fresh treatment, irrigated soils",RNA,Irrigated,Fresh,0.0
SRR5192431,0.0,0.0,958.0,0.0,13727.0,0.0,0.0,0.0,111.0,0.0,2718.0,8386.0,0.0,434.0,0.0,1074.0,2263.0,0.0,0.0,0.0,1100.0,0.0,17560.0,0.0,1.0,1.0,5.0,9.0,0.0,0.0,6.0,289.0,0.0,82353.0,0.0,1.0,0.0,105.0,3.0,249.0,0.0,0.0,96.0,0.0,0.0,0.0,3.0,42.0,1.0,9.0,3.0,7796.0,0.0,68687.0,79.0,0.0,5.0,0.0,0.0,28.0,1639.0,0.0,1.0,73.0,1.0,236.0,1.0,2.0,R4A.2,SRS1944410,"RNA, re-incubated treatment, irrigated soils",RNA,Irrigated,Re-incubated,3.0
SRR5192264,7.0,27.0,2439.0,17.0,6361.0,2.0,0.0,44.0,271.0,0.0,12321.0,11807.0,2.0,334.0,1.0,46.0,2512.0,0.0,30.0,2.0,11203.0,8.0,2212.0,5.0,5.0,28.0,40.0,22.0,28.0,0.0,15.0,276.0,0.0,24810.0,9.0,4.0,20.0,1816.0,1.0,10.0,50.0,0.0,484.0,19.0,0.0,51.0,734.0,2358.0,29.0,0.0,60.0,1422.0,0.0,37055.0,1182.0,0.0,517.0,0.0,19.0,7.0,2556.0,8.0,7.0,39.0,6.0,14.0,27.0,197.0,D0A.2,SRS1932147,"DNA, fresh treatment, irrigated soils",DNA,Irrigated,Fresh,0.0
SRR5192382,0.0,1.0,1066.0,5.0,10143.0,0.0,0.0,5.0,147.0,0.0,5889.0,12451.0,0.0,2077.0,0.0,430.0,11094.0,0.0,0.0,0.0,3753.0,0.0,1923.0,1.0,0.0,3.0,63.0,11.0,1.0,0.0,12.0,368.0,0.0,108902.0,0.0,2.0,5.0,668.0,5.0,29.0,0.0,0.0,243.0,0.0,0.0,1.0,138.0,210.0,8.0,4.0,46.0,1790.0,0.0,23243.0,290.0,0.0,15.0,0.0,1.0,184.0,2247.0,0.0,22.0,155.0,0.0,317.0,1.0,20.0,D4A.2,SRS1944386,"DNA, re-incubated treatment, irrigated soils",DNA,Irrigated,Re-incubated,3.0
SRR5192423,0.0,2.0,403.0,0.0,10516.0,0.0,0.0,0.0,117.0,0.0,4246.0,34379.0,2.0,437.0,0.0,170.0,1143.0,1.0,0.0,0.0,9701.0,0.0,12973.0,1.0,0.0,6.0,3.0,12.0,0.0,0.0,12.0,530.0,0.0,104919.0,0.0,0.0,1.0,264.0,3.0,4.0,0.0,0.0,35.0,0.0,0.0,3.0,36.0,104.0,0.0,5.0,0.0,1811.0,0.0,48617.0,122.0,0.0,35.0,0.0,1.0,33.0,643.0,0.0,5.0,178.0,0.0,27.0,1.0,16.0,R2A.2,SRS1944405,"RNA, dried treatment, irrigated soils",RNA,Irrigated,Dried,2.0
SRR5192373,0.0,0.0,1829.0,1.0,13007.0,0.0,0.0,3.0,1008.0,0.0,4334.0,13100.0,7.0,135.0,0.0,27.0,1802.0,0.0,1.0,1.0,4837.0,4.0,4774.0,15.0,6.0,1.0,0.0,4.0,0.0,0.0,37.0,116.0,0.0,111775.0,0.0,0.0,5.0,725.0,0.0,6.0,2.0,0.0,103.0,0.0,0.0,0.0,49.0,322.0,0.0,0.0,15.0,494.0,0.0,19372.0,211.0,0.0,130.0,0.0,0.0,0.0,868.0,0.0,0.0,4.0,0.0,59.0,1.0,2.0,D2A.3,SRS1944384,"DNA, dried treatment, irrigated soils",DNA,Irrigated,Dried,2.0
SRR5192409,0.0,1.0,293.0,0.0,1581.0,0.0,0.0,0.0,244.0,0.0,7156.0,2680.0,21.0,82.0,1.0,162.0,2193.0,0.0,0.0,0.0,2092.0,0.0,3319.0,2.0,0.0,6.0,1.0,14.0,2.0,0.0,20.0,74.0,1.0,9037.0,0.0,0.0,11.0,336.0,3.0,14.0,5.0,0.0,160.0,1.0,0.0,10.0,247.0,188.0,1.0,1.0,1.0,1132.0,0.0,32552.0,450.0,1.0,59.0,1.0,0.0,0.0,1373.0,0.0,0.0,31.0,0.0,29.0,8.0,9.0,R1A.3,SRS1944402,"RNA, incubated treatment, irrigated soils",RNA,Irrigated,Incubated,1.0
SRR5192371,0.0,3.0,1023.0,1.0,28117.0,0.0,0.0,1.0,156.0,0.0,2819.0,21131.0,0.0,233.0,0.0,45.0,1290.0,0.0,1.0,1.0,7670.0,2.0,2654.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,11.0,310.0,0.0,118406.0,1.0,2.0,5.0,336.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,1.0,89.0,101.0,0.0,0.0,8.0,706.0,0.0,13127.0,110.0,0.0,57.0,1.0,0.0,0.0,677.0,0.0,29.0,32.0,0.0,31.0,1.0,8.0,D2A.2,SRS1944366,"DNA, dried treatment, irrigated soils",DNA,Irrigated,Dried,2.0
SRR5192407,0.0,1.0,136.0,1.0,4849.0,0.0,0.0,0.0,91.0,0.0,2919.0,4209.0,1.0,136.0,0.0,77.0,1278.0,2.0,0.0,0.0,4074.0,1.0,3274.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,6.0,215.0,0.0,19294.0,4.0,0.0,6.0,100.0,5.0,6.0,0.0,0.0,49.0,0.0,0.0,15.0,319.0,122.0,0.0,0.0,3.0,835.0,0.0,14469.0,208.0,0.0,133.0,0.0,0.0,21.0,300.0,0.0,2.0,38.0,0.0,23.0,4.0,43.0,R1A.2,SRS1944401,"RNA, incubated treatment, irrigated soils",RNA,Irrigated,Incubated,1.0
