index,D_0__Archaea;D_1__Asgardaeota,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Calditrichaeota,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cloacimonetes,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firestonebacteria,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Fusobacteria,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Halanaerobiaeota,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__LCP-89,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Modulibacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Schekmanbacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__Synergistetes,D_0__Bacteria;D_1__TA06,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__WS4,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,Library_Name,SRA_Sample,env_biome,env_feature,env_material,host
SRR1524656,31.0,169.0,0.0,58.0,39.0,58.0,15398.0,1219.0,342.0,101.0,3582.0,1.0,0.0,5849.0,3.0,323.0,0.0,36.0,19.0,28.0,44.0,63.0,1.0,39.0,144.0,0.0,602.0,0.0,0.0,3178.0,0.0,121.0,19.0,0.0,418.0,5.0,6.0,0.0,119.0,430.0,44.0,7.0,20.0,2113.0,18471.0,647.0,0.0,758.0,2.0,0.0,2.0,2629.0,0.0,4.0,7.0,8.0,0.0,30.0,5.0,GHRun1,SRS665245,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524657,0.0,44.0,0.0,63.0,4.0,2.0,3041.0,3344.0,103.0,17.0,2346.0,0.0,0.0,2648.0,5.0,5352.0,0.0,0.0,0.0,15.0,0.0,28.0,0.0,1.0,153.0,0.0,977.0,2.0,0.0,248.0,0.0,4.0,1.0,0.0,44.0,0.0,1.0,0.0,0.0,86.0,16.0,0.0,5.0,1061.0,43181.0,14.0,0.0,309.0,0.0,0.0,0.0,893.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,FieldRun1,SRS665121,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524658,3.0,67.0,0.0,3.0,0.0,17.0,2738.0,635.0,49.0,22.0,785.0,0.0,0.0,1525.0,0.0,1072.0,0.0,3.0,0.0,3.0,9.0,31.0,0.0,2.0,59.0,0.0,422.0,0.0,9.0,725.0,0.0,17.0,1.0,0.0,167.0,2.0,0.0,0.0,3.0,154.0,4.0,0.0,1.0,508.0,10926.0,284.0,0.0,578.0,0.0,0.0,0.0,331.0,0.0,7.0,0.0,0.0,0.0,3.0,9.0,GHRun1,SRS665246,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524659,0.0,294.0,0.0,125.0,116.0,11.0,15026.0,1883.0,691.0,124.0,4806.0,0.0,0.0,4479.0,12.0,569.0,0.0,15.0,6.0,98.0,1.0,127.0,7.0,8.0,81.0,0.0,1318.0,10.0,0.0,1517.0,0.0,70.0,32.0,0.0,565.0,11.0,0.0,0.0,6.0,477.0,135.0,1.0,28.0,2299.0,21283.0,181.0,0.0,100.0,0.0,0.0,0.0,3977.0,0.0,11.0,17.0,2.0,2.0,11.0,19.0,FieldRun1,SRS665125,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524660,0.0,48.0,0.0,2.0,33.0,48.0,10076.0,1051.0,225.0,95.0,429.0,0.0,0.0,2375.0,0.0,88.0,0.0,28.0,1.0,2.0,11.0,0.0,1.0,27.0,0.0,0.0,99.0,0.0,0.0,1749.0,0.0,0.0,5.0,0.0,352.0,0.0,0.0,0.0,52.0,226.0,0.0,0.0,0.0,821.0,4602.0,734.0,0.0,10.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,GHRun1,SRS665247,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524661,0.0,106.0,0.0,62.0,58.0,8.0,5025.0,1494.0,215.0,24.0,4248.0,0.0,0.0,2398.0,4.0,375.0,0.0,3.0,0.0,18.0,0.0,126.0,1.0,12.0,170.0,0.0,1584.0,13.0,0.0,558.0,0.0,27.0,7.0,0.0,74.0,1.0,0.0,0.0,0.0,103.0,26.0,0.0,19.0,1480.0,47156.0,15.0,0.0,181.0,0.0,0.0,0.0,1758.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,FieldRun1,SRS665126,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524662,13.0,101.0,0.0,30.0,5.0,37.0,7159.0,408.0,220.0,71.0,1486.0,0.0,0.0,2653.0,1.0,41.0,0.0,12.0,11.0,15.0,24.0,22.0,5.0,14.0,70.0,4.0,220.0,0.0,0.0,1235.0,0.0,55.0,22.0,0.0,253.0,3.0,2.0,0.0,56.0,188.0,34.0,5.0,5.0,1356.0,7868.0,343.0,0.0,173.0,0.0,0.0,1.0,1144.0,0.0,3.0,7.0,10.0,0.0,14.0,6.0,GHRun1,SRS665248,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524663,0.0,33.0,0.0,51.0,12.0,1.0,2656.0,2538.0,86.0,11.0,1969.0,0.0,0.0,1808.0,6.0,3391.0,0.0,1.0,0.0,9.0,0.0,106.0,0.0,1.0,266.0,0.0,1709.0,3.0,0.0,228.0,0.0,15.0,2.0,0.0,28.0,3.0,0.0,0.0,0.0,37.0,27.0,0.0,11.0,876.0,40605.0,10.0,0.0,187.0,0.0,0.0,0.0,835.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,FieldRun1,SRS665128,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524664,3.0,54.0,0.0,20.0,1.0,57.0,5279.0,1064.0,70.0,48.0,1155.0,0.0,0.0,2896.0,0.0,354.0,0.0,7.0,0.0,12.0,2.0,89.0,4.0,1.0,120.0,1.0,294.0,0.0,0.0,1132.0,0.0,17.0,2.0,0.0,225.0,0.0,7.0,0.0,67.0,165.0,9.0,0.0,4.0,1174.0,11557.0,446.0,0.0,1436.0,0.0,0.0,0.0,608.0,0.0,3.0,0.0,6.0,0.0,3.0,29.0,GHRun1,SRS665249,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524665,0.0,338.0,0.0,152.0,78.0,20.0,23461.0,2109.0,1092.0,167.0,5001.0,0.0,0.0,7440.0,10.0,734.0,0.0,10.0,6.0,102.0,0.0,72.0,9.0,5.0,97.0,0.0,1505.0,14.0,0.0,2529.0,0.0,122.0,41.0,0.0,787.0,14.0,0.0,0.0,4.0,623.0,214.0,3.0,27.0,3068.0,22757.0,412.0,0.0,102.0,0.0,0.0,0.0,4892.0,0.0,9.0,33.0,8.0,1.0,3.0,20.0,FieldRun1,SRS665130,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524666,1.0,1.0,0.0,0.0,0.0,0.0,329.0,79.0,0.0,1.0,312.0,0.0,0.0,746.0,0.0,2816.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,4.0,306.0,0.0,67.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,34.0,20373.0,0.0,0.0,200.0,0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665250,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524668,0.0,105.0,0.0,93.0,30.0,3.0,9044.0,1837.0,311.0,17.0,4178.0,0.0,0.0,4100.0,6.0,588.0,0.0,13.0,1.0,72.0,0.0,143.0,1.0,4.0,316.0,0.0,2024.0,23.0,0.0,1095.0,0.0,20.0,8.0,0.0,166.0,2.0,0.0,0.0,10.0,230.0,47.0,0.0,6.0,1922.0,31690.0,91.0,0.0,177.0,0.0,0.0,0.0,2095.0,0.0,14.0,1.0,0.0,0.0,0.0,3.0,FieldRun1,SRS665132,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524670,0.0,17.0,0.0,44.0,23.0,3.0,3154.0,2655.0,81.0,14.0,1767.0,0.0,0.0,2139.0,2.0,3642.0,0.0,1.0,1.0,16.0,0.0,60.0,0.0,2.0,266.0,0.0,1372.0,0.0,0.0,204.0,0.0,8.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,125.0,10.0,0.0,4.0,672.0,39067.0,21.0,0.0,353.0,0.0,0.0,0.0,652.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,FieldRun1,SRS665135,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524673,0.0,43.0,0.0,253.0,61.0,78.0,13175.0,5522.0,523.0,39.0,4085.0,0.0,0.0,3836.0,2.0,760.0,0.0,176.0,2.0,37.0,0.0,12.0,32.0,0.0,97.0,0.0,2146.0,6.0,0.0,2257.0,0.0,118.0,27.0,0.0,87.0,0.0,0.0,0.0,0.0,43.0,13.0,0.0,10.0,2227.0,27571.0,42.0,0.0,69.0,0.0,0.0,0.0,3459.0,0.0,39.0,5.0,2.0,1.0,0.0,6.0,FieldRun1,SRS665136,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524674,0.0,2.0,0.0,99.0,19.0,44.0,8823.0,4872.0,507.0,16.0,2979.0,0.0,0.0,4258.0,1.0,7059.0,0.0,44.0,0.0,19.0,0.0,9.0,9.0,0.0,214.0,0.0,3792.0,0.0,0.0,1441.0,0.0,73.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,5.0,2086.0,39387.0,14.0,0.0,147.0,0.0,0.0,0.0,3353.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,FieldRun1,SRS665138,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524675,0.0,6.0,0.0,125.0,30.0,13.0,3216.0,5777.0,104.0,11.0,2366.0,0.0,0.0,3497.0,1.0,10681.0,0.0,13.0,1.0,2.0,0.0,14.0,3.0,3.0,266.0,0.0,2082.0,2.0,0.0,488.0,0.0,22.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1302.0,35359.0,6.0,0.0,215.0,0.0,0.0,0.0,2430.0,0.0,10.0,0.0,0.0,1.0,1.0,4.0,FieldRun1,SRS665140,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524676,0.0,86.0,0.0,63.0,11.0,16.0,15503.0,2277.0,249.0,29.0,971.0,0.0,0.0,4001.0,0.0,3256.0,0.0,0.0,3.0,15.0,2.0,0.0,0.0,0.0,23.0,0.0,290.0,1.0,321.0,2800.0,0.0,37.0,3.0,0.0,343.0,0.0,0.0,0.0,50.0,275.0,1.0,0.0,3.0,1352.0,20728.0,1443.0,0.0,188.0,0.0,0.0,0.0,872.0,0.0,0.0,5.0,34.0,0.0,0.0,25.0,GHRun1,SRS665255,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524677,0.0,41.0,0.0,352.0,68.0,128.0,28880.0,6390.0,795.0,129.0,5855.0,0.0,0.0,5766.0,1.0,1055.0,0.0,1128.0,2.0,110.0,0.0,8.0,42.0,0.0,93.0,0.0,2891.0,5.0,0.0,4035.0,0.0,328.0,53.0,0.0,169.0,3.0,0.0,0.0,0.0,82.0,40.0,0.0,22.0,4232.0,34561.0,127.0,0.0,38.0,0.0,0.0,0.0,5439.0,0.0,20.0,2.0,0.0,8.0,1.0,5.0,FieldRun1,SRS665142,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524678,0.0,109.0,0.0,19.0,3.0,72.0,50505.0,2801.0,1446.0,140.0,1337.0,0.0,0.0,11194.0,1.0,119.0,1.0,1.0,15.0,39.0,25.0,2.0,2.0,12.0,44.0,0.0,944.0,0.0,271.0,3167.0,0.0,173.0,7.0,0.0,2291.0,0.0,1.0,0.0,199.0,446.0,82.0,6.0,52.0,6752.0,15786.0,4797.0,0.0,181.0,0.0,0.0,0.0,3810.0,0.0,5.0,41.0,58.0,6.0,8.0,100.0,GHRun1,SRS665256,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524679,0.0,8.0,0.0,153.0,44.0,25.0,13660.0,5073.0,488.0,53.0,3000.0,0.0,0.0,3853.0,6.0,5075.0,0.0,327.0,0.0,38.0,0.0,18.0,8.0,0.0,102.0,0.0,3595.0,19.0,0.0,1369.0,0.0,115.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,10.0,1694.0,28514.0,85.0,0.0,88.0,0.0,0.0,0.0,2497.0,0.0,12.0,3.0,0.0,1.0,0.0,1.0,FieldRun1,SRS665144,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524680,0.0,25.0,0.0,39.0,1.0,42.0,6972.0,1403.0,149.0,3.0,1256.0,0.0,2.0,5524.0,0.0,3859.0,0.0,0.0,1.0,21.0,1.0,1.0,0.0,11.0,257.0,0.0,478.0,0.0,14.0,504.0,0.0,30.0,2.0,0.0,129.0,0.0,0.0,0.0,2.0,35.0,6.0,0.0,3.0,1962.0,19118.0,392.0,0.0,163.0,0.0,0.0,0.0,1901.0,0.0,0.0,0.0,8.0,0.0,2.0,18.0,GHRun1,SRS665257,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524681,0.0,0.0,0.0,33.0,1.0,3.0,1354.0,997.0,7.0,4.0,582.0,0.0,0.0,1759.0,0.0,7274.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,7.0,511.0,0.0,137.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,5.0,120.0,33781.0,25.0,0.0,237.0,0.0,0.0,0.0,272.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,GHRun1,SRS665258,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524682,0.0,2.0,0.0,77.0,23.0,23.0,1748.0,3293.0,36.0,5.0,1852.0,0.0,0.0,1727.0,0.0,15582.0,0.0,18.0,1.0,6.0,0.0,69.0,0.0,0.0,295.0,0.0,2312.0,33.0,0.0,156.0,0.0,18.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,268.0,50832.0,0.0,0.0,104.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,FieldRun1,SRS665146,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524683,0.0,165.0,1.0,41.0,24.0,51.0,18255.0,1918.0,756.0,56.0,1190.0,2.0,0.0,5625.0,2.0,1143.0,0.0,1.0,1.0,35.0,12.0,0.0,5.0,17.0,39.0,0.0,435.0,0.0,115.0,4161.0,0.0,67.0,3.0,0.0,1570.0,1.0,0.0,0.0,46.0,403.0,43.0,7.0,3.0,2888.0,13590.0,1621.0,0.0,60.0,0.0,0.0,0.0,2075.0,0.0,1.0,11.0,31.0,0.0,8.0,34.0,GHRun1,SRS665259,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524684,0.0,65.0,0.0,568.0,232.0,50.0,6862.0,2615.0,253.0,131.0,9523.0,0.0,1.0,2245.0,18.0,950.0,0.0,51.0,0.0,43.0,0.0,424.0,0.0,0.0,204.0,0.0,4495.0,15.0,0.0,1159.0,0.0,124.0,180.0,0.0,74.0,5.0,0.0,0.0,0.0,11.0,22.0,0.0,56.0,889.0,25012.0,26.0,0.0,374.0,0.0,0.0,3.0,2733.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,FieldRun1,SRS665148,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524685,0.0,175.0,0.0,17.0,5.0,53.0,19166.0,1817.0,967.0,92.0,588.0,0.0,0.0,7223.0,1.0,51.0,0.0,6.0,7.0,18.0,5.0,1.0,0.0,1.0,46.0,0.0,368.0,0.0,28.0,1909.0,0.0,70.0,8.0,0.0,796.0,1.0,0.0,0.0,93.0,244.0,39.0,3.0,8.0,2951.0,8106.0,1767.0,0.0,135.0,0.0,0.0,0.0,1623.0,0.0,2.0,37.0,15.0,1.0,3.0,42.0,GHRun1,SRS665260,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524686,0.0,21.0,0.0,333.0,10.0,11.0,3148.0,1207.0,250.0,177.0,5494.0,0.0,0.0,1225.0,14.0,5424.0,0.0,9.0,0.0,5.0,0.0,364.0,0.0,11.0,380.0,0.0,8727.0,9.0,0.0,409.0,0.0,46.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,556.0,35839.0,14.0,0.0,1018.0,0.0,0.0,1.0,1546.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,FieldRun1,SRS665149,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524687,0.0,2.0,0.0,87.0,22.0,4.0,650.0,1048.0,34.0,13.0,1585.0,0.0,0.0,834.0,2.0,20000.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,10.0,216.0,0.0,2606.0,1.0,0.0,42.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0,97.0,37839.0,1.0,0.0,548.0,0.0,0.0,0.0,1307.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,FieldRun1,SRS665151,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524688,0.0,82.0,0.0,632.0,135.0,74.0,13904.0,3645.0,485.0,248.0,8211.0,0.0,0.0,6830.0,29.0,526.0,0.0,45.0,0.0,90.0,0.0,430.0,3.0,2.0,72.0,0.0,7152.0,47.0,0.0,1875.0,3.0,118.0,124.0,0.0,173.0,1.0,0.0,0.0,0.0,15.0,44.0,0.0,66.0,2528.0,28409.0,141.0,0.0,217.0,0.0,0.0,0.0,3221.0,0.0,3.0,9.0,4.0,6.0,0.0,6.0,FieldRun1,SRS665153,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524689,1.0,214.0,0.0,282.0,0.0,58.0,14946.0,3162.0,490.0,112.0,3124.0,0.0,22.0,6924.0,31.0,946.0,1.0,1.0,2.0,32.0,1.0,2.0,0.0,33.0,288.0,0.0,4427.0,0.0,19.0,897.0,0.0,200.0,1.0,0.0,362.0,4.0,0.0,0.0,28.0,144.0,39.0,1.0,17.0,2925.0,20937.0,880.0,0.0,2315.0,0.0,0.0,0.0,2387.0,0.0,1.0,11.0,0.0,0.0,4.0,48.0,GHRun1,SRS665261,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524690,0.0,29.0,0.0,213.0,26.0,16.0,4421.0,2369.0,186.0,50.0,2897.0,0.0,0.0,2499.0,4.0,898.0,0.0,19.0,0.0,13.0,0.0,181.0,1.0,4.0,146.0,0.0,2299.0,18.0,0.0,463.0,0.0,54.0,25.0,0.0,38.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,19.0,728.0,15891.0,33.0,0.0,455.0,0.0,0.0,0.0,1406.0,0.0,6.0,1.0,1.0,4.0,0.0,1.0,FieldRun1,SRS665155,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524691,0.0,4.0,0.0,155.0,16.0,13.0,1190.0,4219.0,35.0,10.0,2559.0,0.0,0.0,1613.0,11.0,13954.0,0.0,3.0,0.0,9.0,0.0,309.0,0.0,7.0,227.0,0.0,2672.0,6.0,0.0,75.0,0.0,10.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,161.0,45596.0,4.0,0.0,926.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,FieldRun1,SRS665157,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524692,0.0,100.0,0.0,1398.0,153.0,72.0,11271.0,3468.0,542.0,237.0,16433.0,0.0,0.0,4760.0,74.0,1253.0,0.0,105.0,1.0,67.0,0.0,229.0,6.0,3.0,116.0,0.0,7849.0,10.0,0.0,1539.0,0.0,252.0,163.0,0.0,149.0,12.0,1.0,0.0,0.0,19.0,25.0,0.0,31.0,1993.0,34114.0,60.0,0.0,398.0,0.0,0.0,0.0,4059.0,0.0,2.0,12.0,0.0,21.0,2.0,10.0,FieldRun1,SRS665159,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524693,0.0,0.0,1.0,7.0,0.0,1.0,1182.0,1427.0,2.0,1.0,499.0,0.0,0.0,1497.0,0.0,12357.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,1.0,912.0,0.0,160.0,0.0,1.0,27.0,0.0,8.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,23.0,156.0,55500.0,1.0,0.0,374.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,GHRun1,SRS665263,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524694,0.0,54.0,0.0,877.0,53.0,45.0,9171.0,6630.0,330.0,108.0,10193.0,0.0,0.0,5466.0,20.0,3586.0,0.0,44.0,3.0,22.0,0.0,109.0,5.0,16.0,156.0,0.0,10727.0,5.0,0.0,884.0,0.0,234.0,86.0,0.0,55.0,4.0,0.0,0.0,0.0,32.0,7.0,0.0,11.0,1635.0,37803.0,22.0,0.0,1017.0,0.0,0.0,0.0,3555.0,0.0,0.0,6.0,0.0,22.0,0.0,1.0,FieldRun1,SRS665161,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524695,0.0,48.0,0.0,5.0,2.0,21.0,15930.0,1252.0,713.0,70.0,276.0,0.0,0.0,4009.0,0.0,81.0,0.0,0.0,6.0,11.0,5.0,0.0,0.0,3.0,15.0,0.0,307.0,0.0,76.0,1407.0,0.0,23.0,6.0,0.0,653.0,1.0,0.0,0.0,51.0,164.0,30.0,3.0,3.0,2745.0,4288.0,1969.0,0.0,32.0,0.0,0.0,0.0,901.0,0.0,11.0,3.0,38.0,0.0,3.0,51.0,GHRun1,SRS665262,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524696,0.0,4.0,0.0,177.0,12.0,3.0,1066.0,2124.0,43.0,52.0,3297.0,0.0,0.0,1352.0,3.0,18594.0,0.0,6.0,0.0,1.0,0.0,76.0,0.0,18.0,451.0,0.0,3228.0,1.0,0.0,54.0,0.0,15.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,101.0,41438.0,0.0,0.0,1037.0,0.0,0.0,0.0,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FieldRun1,SRS665162,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524697,0.0,134.0,1.0,29.0,7.0,69.0,20222.0,1736.0,749.0,63.0,777.0,0.0,0.0,6222.0,2.0,79.0,0.0,0.0,4.0,19.0,3.0,11.0,3.0,2.0,36.0,0.0,513.0,0.0,75.0,2002.0,0.0,65.0,8.0,0.0,868.0,0.0,0.0,0.0,128.0,355.0,22.0,2.0,8.0,2971.0,8478.0,1548.0,0.0,32.0,0.0,0.0,0.0,1856.0,0.0,4.0,18.0,22.0,2.0,4.0,30.0,GHRun1,SRS665268,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524698,0.0,59.0,0.0,17.0,1.0,32.0,7009.0,5129.0,207.0,40.0,2012.0,0.0,0.0,7298.0,2.0,1762.0,0.0,1.0,0.0,35.0,0.0,12.0,0.0,28.0,198.0,0.0,1047.0,3.0,6.0,666.0,0.0,6.0,2.0,0.0,214.0,0.0,0.0,0.0,3.0,53.0,33.0,2.0,7.0,1777.0,17607.0,382.0,0.0,1340.0,0.0,0.0,0.0,1120.0,0.0,0.0,6.0,4.0,0.0,1.0,22.0,GHRun1,SRS665269,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524699,0.0,0.0,1.0,0.0,9.0,2.0,691.0,807.0,3.0,4.0,270.0,0.0,0.0,885.0,0.0,13607.0,0.0,0.0,0.0,5.0,0.0,21.0,0.0,2.0,892.0,0.0,99.0,0.0,0.0,34.0,0.0,1.0,1.0,0.0,14.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,86.0,44263.0,10.0,0.0,273.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,GHRun1,SRS665270,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524700,0.0,203.0,1.0,19.0,13.0,56.0,19340.0,3267.0,871.0,48.0,822.0,0.0,0.0,6739.0,3.0,446.0,1.0,0.0,3.0,44.0,12.0,0.0,4.0,2.0,52.0,0.0,427.0,0.0,356.0,5060.0,0.0,82.0,4.0,0.0,1562.0,0.0,0.0,0.0,36.0,397.0,18.0,1.0,2.0,2835.0,15323.0,2576.0,0.0,116.0,0.0,0.0,0.0,2091.0,1.0,5.0,11.0,28.0,0.0,11.0,63.0,GHRun1,SRS665271,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524701,0.0,107.0,0.0,22.0,9.0,55.0,8563.0,1175.0,336.0,18.0,643.0,0.0,0.0,3113.0,3.0,62.0,0.0,2.0,0.0,27.0,4.0,0.0,1.0,0.0,36.0,0.0,187.0,0.0,16.0,1862.0,0.0,34.0,4.0,0.0,454.0,0.0,0.0,0.0,36.0,254.0,17.0,3.0,20.0,1200.0,7678.0,593.0,0.0,29.0,0.0,0.0,0.0,1297.0,0.0,0.0,14.0,24.0,1.0,5.0,19.0,GHRun1,SRS665272,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
