index,D_0__Archaea;D_1__Asgardaeota,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Calditrichaeota,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cloacimonetes,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firestonebacteria,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Fusobacteria,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Halanaerobiaeota,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__LCP-89,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Modulibacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Schekmanbacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__Synergistetes,D_0__Bacteria;D_1__TA06,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__WS4,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,Library_Name,SRA_Sample,env_biome,env_feature,env_material,host
SRR1524457,0.0,16.0,0.0,121.0,8.0,25.0,2700.0,430.0,246.0,14.0,725.0,0.0,8.0,2346.0,7.0,3030.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,198.0,0.0,4039.0,0.0,0.0,233.0,0.0,58.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,34.0,712.0,40196.0,76.0,0.0,15.0,0.0,0.0,0.0,1500.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,GHRun1,SRS665073,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524458,0.0,0.0,0.0,0.0,0.0,1.0,333.0,192.0,4.0,1.0,233.0,0.0,0.0,745.0,0.0,10234.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,254.0,0.0,2686.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,26.0,39589.0,1.0,0.0,8.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665107,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524459,0.0,21.0,0.0,38.0,9.0,130.0,19799.0,1386.0,1149.0,222.0,1937.0,0.0,0.0,4479.0,4.0,166.0,3.0,2.0,7.0,39.0,17.0,0.0,2.0,9.0,41.0,0.0,1953.0,0.0,0.0,2613.0,0.0,225.0,1.0,0.0,291.0,0.0,0.0,0.0,0.0,179.0,43.0,0.0,63.0,3645.0,14663.0,1368.0,0.0,4.0,0.0,0.0,0.0,3948.0,0.0,8.0,8.0,12.0,15.0,0.0,8.0,GHRun1,SRS665109,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524460,0.0,0.0,0.0,0.0,0.0,0.0,571.0,347.0,13.0,2.0,580.0,0.0,0.0,1372.0,0.0,6884.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,828.0,0.0,494.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,31.0,63.0,40648.0,2.0,0.0,20.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GHRun1,SRS665111,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524461,0.0,11.0,0.0,18.0,6.0,41.0,12548.0,756.0,1051.0,115.0,708.0,0.0,0.0,2754.0,2.0,139.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,2.0,0.0,1116.0,0.0,0.0,1395.0,0.0,106.0,2.0,0.0,166.0,0.0,0.0,0.0,0.0,108.0,34.0,1.0,2.0,2971.0,5550.0,1130.0,0.0,3.0,0.0,0.0,0.0,1736.0,0.0,3.0,0.0,14.0,13.0,0.0,5.0,GHRun1,SRS665112,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524462,0.0,26.0,0.0,65.0,14.0,89.0,17794.0,1181.0,888.0,157.0,1457.0,0.0,0.0,3958.0,2.0,48.0,0.0,3.0,0.0,34.0,8.0,0.0,2.0,1.0,27.0,0.0,1823.0,0.0,0.0,2064.0,0.0,146.0,0.0,0.0,218.0,1.0,0.0,0.0,0.0,224.0,33.0,1.0,143.0,2745.0,13024.0,1037.0,0.0,9.0,0.0,0.0,0.0,2784.0,0.0,14.0,6.0,18.0,10.0,2.0,2.0,GHRun2,SRS665116,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524463,0.0,0.0,0.0,0.0,2.0,19.0,3449.0,2851.0,185.0,7.0,504.0,0.0,0.0,2829.0,0.0,923.0,0.0,0.0,2.0,4.0,13.0,60.0,0.0,3.0,121.0,0.0,603.0,0.0,14.0,399.0,0.0,10.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,8.0,910.0,15993.0,115.0,0.0,132.0,0.0,0.0,0.0,1035.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,GHRun1,SRS665119,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524464,0.0,0.0,0.0,0.0,0.0,0.0,153.0,29.0,8.0,1.0,131.0,0.0,0.0,158.0,0.0,11485.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,285.0,0.0,174.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35758.0,1.0,0.0,15.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665122,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524465,0.0,9.0,0.0,14.0,11.0,178.0,8212.0,1306.0,514.0,39.0,1361.0,0.0,0.0,2566.0,2.0,88.0,3.0,0.0,9.0,27.0,8.0,0.0,4.0,0.0,20.0,0.0,751.0,0.0,0.0,1929.0,0.0,54.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,172.0,7.0,0.0,18.0,1548.0,8751.0,529.0,0.0,0.0,0.0,0.0,0.0,1633.0,0.0,7.0,3.0,2.0,4.0,2.0,1.0,GHRun1,SRS665124,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524466,0.0,0.0,0.0,2.0,9.0,24.0,2163.0,1961.0,81.0,6.0,864.0,0.0,0.0,1554.0,0.0,3054.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,1.0,363.0,0.0,1174.0,2.0,0.0,423.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,3.0,566.0,20037.0,161.0,0.0,2.0,0.0,0.0,0.0,948.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,GHRun1,SRS665127,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524467,0.0,0.0,0.0,1.0,1.0,4.0,735.0,516.0,12.0,0.0,1930.0,0.0,0.0,1421.0,0.0,11775.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,4.0,435.0,0.0,1565.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,27.0,48988.0,1.0,0.0,20.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665129,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524468,0.0,14.0,0.0,20.0,5.0,120.0,10226.0,2014.0,448.0,50.0,2144.0,0.0,0.0,2659.0,1.0,368.0,2.0,0.0,3.0,47.0,17.0,15.0,2.0,1.0,25.0,0.0,1470.0,0.0,0.0,3200.0,0.0,76.0,1.0,0.0,113.0,0.0,0.0,0.0,0.0,257.0,21.0,0.0,79.0,1783.0,18369.0,543.0,0.0,9.0,0.0,0.0,0.0,3521.0,0.0,14.0,0.0,10.0,6.0,1.0,2.0,GHRun1,SRS665131,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524469,0.0,0.0,0.0,7.0,8.0,13.0,1481.0,567.0,49.0,3.0,983.0,0.0,0.0,1434.0,1.0,5087.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,3.0,346.0,0.0,1179.0,0.0,0.0,310.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,39.0,301.0,26181.0,39.0,0.0,75.0,0.0,0.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665133,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524471,0.0,0.0,0.0,0.0,3.0,5.0,571.0,742.0,22.0,0.0,865.0,0.0,0.0,1927.0,0.0,5506.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,12.0,792.0,0.0,395.0,0.0,0.0,37.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,31.0,60.0,27423.0,7.0,0.0,42.0,0.0,0.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665137,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524472,0.0,22.0,0.0,19.0,10.0,87.0,10476.0,1308.0,545.0,73.0,1938.0,0.0,0.0,2496.0,5.0,198.0,1.0,2.0,0.0,38.0,5.0,4.0,2.0,0.0,19.0,0.0,1797.0,0.0,0.0,2139.0,0.0,88.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,154.0,30.0,1.0,69.0,1815.0,14167.0,529.0,0.0,2.0,0.0,0.0,0.0,2900.0,0.0,2.0,0.0,8.0,10.0,3.0,4.0,GHRun1,SRS665139,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524473,0.0,0.0,0.0,16.0,4.0,1.0,2260.0,1821.0,60.0,5.0,921.0,0.0,0.0,2491.0,0.0,6128.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,2.0,133.0,0.0,162.0,2.0,0.0,88.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,760.0,10209.0,1.0,0.0,70.0,0.0,0.0,0.0,1108.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,FieldRun1,SRS664991,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524474,0.0,0.0,0.0,0.0,0.0,13.0,2503.0,577.0,91.0,4.0,1388.0,0.0,0.0,2212.0,0.0,674.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,1.0,681.0,0.0,708.0,0.0,0.0,289.0,0.0,9.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,49.0,5.0,0.0,28.0,416.0,22328.0,47.0,0.0,91.0,0.0,0.0,0.0,1234.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,GHRun1,SRS665141,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524475,0.0,0.0,0.0,0.0,0.0,1.0,287.0,83.0,3.0,3.0,229.0,0.0,0.0,240.0,0.0,5766.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,127.0,0.0,215.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,27077.0,2.0,0.0,21.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665143,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524476,0.0,8.0,0.0,51.0,17.0,15.0,8812.0,965.0,219.0,49.0,2051.0,0.0,0.0,2686.0,1.0,568.0,0.0,2.0,2.0,42.0,0.0,16.0,3.0,0.0,24.0,0.0,325.0,7.0,0.0,813.0,0.0,48.0,1.0,0.0,108.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,13.0,1539.0,11028.0,38.0,0.0,20.0,0.0,0.0,0.0,2270.0,0.0,6.0,1.0,1.0,0.0,3.0,8.0,FieldRun1,SRS664992,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524477,0.0,13.0,0.0,19.0,4.0,124.0,41360.0,2005.0,1927.0,285.0,2060.0,0.0,0.0,7696.0,2.0,133.0,1.0,0.0,6.0,38.0,9.0,0.0,3.0,1.0,51.0,0.0,1843.0,0.0,0.0,4295.0,0.0,291.0,2.0,0.0,388.0,0.0,0.0,0.0,0.0,285.0,45.0,0.0,63.0,6907.0,15581.0,2352.0,0.0,1.0,0.0,0.0,0.0,4568.0,0.0,14.0,3.0,43.0,38.0,6.0,10.0,GHRun1,SRS665145,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524478,0.0,12.0,0.0,74.0,16.0,6.0,6878.0,2453.0,193.0,38.0,2009.0,0.0,0.0,3516.0,0.0,1432.0,0.0,0.0,1.0,35.0,0.0,32.0,2.0,0.0,74.0,0.0,529.0,8.0,0.0,586.0,0.0,37.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,14.0,6.0,3.0,6.0,1449.0,15119.0,31.0,0.0,78.0,0.0,0.0,0.0,1829.0,0.0,11.0,1.0,0.0,1.0,1.0,2.0,FieldRun1,SRS664995,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524479,0.0,6.0,0.0,1.0,5.0,16.0,3266.0,389.0,158.0,14.0,741.0,0.0,0.0,2985.0,0.0,1605.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,126.0,0.0,1106.0,0.0,0.0,350.0,0.0,41.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,15.0,1047.0,9926.0,73.0,0.0,6.0,0.0,0.0,0.0,1625.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,GHRun1,SRS665147,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524480,0.0,0.0,0.0,42.0,13.0,1.0,2061.0,2016.0,37.0,4.0,903.0,0.0,2.0,2112.0,0.0,3841.0,0.0,1.0,0.0,7.0,0.0,20.0,0.0,1.0,120.0,0.0,462.0,6.0,0.0,50.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,318.0,13021.0,2.0,0.0,65.0,0.0,0.0,0.0,582.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,FieldRun1,SRS664996,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524481,0.0,0.0,0.0,1.0,1.0,4.0,690.0,367.0,14.0,3.0,310.0,0.0,0.0,958.0,0.0,5431.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,166.0,0.0,628.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,26.0,70.0,22033.0,7.0,0.0,16.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,GHRun1,SRS665150,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524540,0.0,32.0,0.0,316.0,47.0,10.0,5544.0,1201.0,249.0,65.0,3645.0,0.0,0.0,2386.0,5.0,903.0,0.0,0.0,0.0,35.0,0.0,172.0,6.0,2.0,18.0,0.0,508.0,10.0,0.0,852.0,0.0,101.0,8.0,0.0,34.0,1.0,0.0,0.0,0.0,15.0,9.0,0.0,12.0,1607.0,14311.0,32.0,0.0,26.0,0.0,0.0,0.0,3352.0,0.0,11.0,2.0,0.0,1.0,5.0,5.0,FieldRun1,SRS664998,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524541,0.0,19.0,0.0,34.0,19.0,84.0,19009.0,1696.0,1022.0,245.0,1016.0,0.0,0.0,5121.0,3.0,470.0,0.0,1.0,0.0,29.0,7.0,1.0,3.0,1.0,39.0,0.0,2202.0,0.0,0.0,2393.0,0.0,215.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,135.0,26.0,0.0,51.0,3169.0,11078.0,1634.0,0.0,7.0,0.0,0.0,0.0,2021.0,0.0,6.0,7.0,9.0,18.0,0.0,1.0,GHRun1,SRS665152,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524542,0.0,4.0,0.0,285.0,13.0,4.0,5764.0,2906.0,231.0,24.0,2713.0,0.0,0.0,3829.0,9.0,1453.0,0.0,3.0,0.0,9.0,0.0,63.0,1.0,1.0,30.0,0.0,791.0,1.0,0.0,482.0,0.0,85.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,1677.0,15376.0,19.0,0.0,84.0,0.0,0.0,0.0,2487.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,FieldRun1,SRS665000,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524559,0.0,0.0,0.0,0.0,0.0,0.0,816.0,309.0,9.0,1.0,359.0,0.0,0.0,555.0,0.0,7255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,437.0,0.0,1213.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,49.0,30661.0,1.0,0.0,41.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665154,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524560,0.0,4.0,0.0,12.0,12.0,74.0,17849.0,1941.0,814.0,109.0,818.0,0.0,0.0,3947.0,0.0,269.0,0.0,0.0,0.0,31.0,10.0,0.0,3.0,1.0,22.0,0.0,2483.0,0.0,0.0,2639.0,0.0,88.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,198.0,31.0,1.0,35.0,3201.0,10473.0,1868.0,0.0,2.0,0.0,0.0,0.0,1992.0,0.0,8.0,0.0,14.0,10.0,2.0,4.0,GHRun1,SRS665156,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524561,0.0,7.0,0.0,2.0,1.0,34.0,4527.0,607.0,123.0,6.0,637.0,0.0,0.0,2445.0,3.0,1355.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,6.0,202.0,0.0,734.0,0.0,46.0,509.0,0.0,6.0,0.0,0.0,83.0,0.0,1.0,0.0,0.0,78.0,4.0,0.0,47.0,999.0,18895.0,179.0,0.0,20.0,0.0,0.0,0.0,1088.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,GHRun1,SRS665158,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524562,0.0,0.0,0.0,322.0,7.0,1.0,1376.0,3341.0,81.0,8.0,2310.0,0.0,0.0,2780.0,2.0,2891.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,44.0,0.0,1193.0,2.0,0.0,89.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,640.0,17920.0,2.0,0.0,299.0,0.0,0.0,0.0,1088.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,FieldRun1,SRS665001,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524563,0.0,0.0,0.0,0.0,2.0,2.0,167.0,146.0,2.0,0.0,111.0,0.0,0.0,304.0,0.0,6208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,52.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,15.0,20364.0,2.0,0.0,10.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665160,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524564,0.0,22.0,1.0,139.0,39.0,17.0,11245.0,1159.0,333.0,52.0,2605.0,0.0,0.0,3097.0,3.0,634.0,0.0,0.0,5.0,37.0,0.0,141.0,3.0,0.0,67.0,0.0,419.0,4.0,0.0,934.0,0.0,69.0,7.0,0.0,196.0,0.0,0.0,0.0,0.0,51.0,35.0,2.0,8.0,1453.0,15959.0,70.0,0.0,21.0,0.0,0.0,0.0,2539.0,0.0,11.0,0.0,0.0,0.0,20.0,6.0,FieldRun1,SRS665002,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524565,0.0,15.0,0.0,24.0,18.0,104.0,7620.0,1316.0,317.0,17.0,1377.0,0.0,0.0,2559.0,0.0,292.0,0.0,4.0,1.0,13.0,13.0,5.0,3.0,0.0,20.0,0.0,990.0,0.0,0.0,1941.0,0.0,42.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,151.0,7.0,1.0,11.0,1377.0,10941.0,353.0,0.0,12.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,GHRun1,SRS665163,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524566,0.0,15.0,1.0,91.0,32.0,3.0,5261.0,1329.0,174.0,21.0,1822.0,0.0,3.0,3424.0,0.0,1366.0,0.0,4.0,1.0,17.0,0.0,41.0,3.0,1.0,114.0,0.0,485.0,4.0,0.0,394.0,0.0,24.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,5.0,1110.0,11770.0,21.0,0.0,38.0,0.0,0.0,0.0,1422.0,0.0,20.0,0.0,5.0,1.0,6.0,4.0,FieldRun1,SRS665004,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524567,0.0,1.0,0.0,22.0,9.0,2.0,1142.0,1334.0,27.0,3.0,969.0,0.0,0.0,1687.0,0.0,4545.0,0.0,0.0,0.0,11.0,0.0,42.0,2.0,1.0,150.0,0.0,167.0,0.0,0.0,42.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,311.0,15157.0,3.0,0.0,107.0,0.0,0.0,0.0,605.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,FieldRun1,SRS665005,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524568,0.0,0.0,0.0,16.0,2.0,56.0,4402.0,893.0,179.0,28.0,1262.0,0.0,0.0,2711.0,0.0,715.0,0.0,1.0,0.0,16.0,10.0,0.0,0.0,1.0,251.0,0.0,1221.0,0.0,0.0,874.0,0.0,31.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,64.0,6.0,0.0,52.0,600.0,18717.0,161.0,0.0,24.0,0.0,0.0,0.0,1410.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,GHRun1,SRS665165,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524569,0.0,45.0,0.0,399.0,45.0,16.0,6353.0,1134.0,230.0,45.0,3382.0,0.0,0.0,2138.0,2.0,369.0,0.0,2.0,0.0,38.0,0.0,109.0,6.0,2.0,28.0,0.0,455.0,1.0,0.0,694.0,0.0,103.0,18.0,0.0,53.0,2.0,0.0,0.0,0.0,30.0,6.0,0.0,13.0,1042.0,16843.0,28.0,0.0,21.0,0.0,0.0,0.0,2417.0,0.0,3.0,0.0,2.0,2.0,2.0,5.0,FieldRun1,SRS665007,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524570,0.0,0.0,0.0,0.0,0.0,5.0,531.0,237.0,6.0,0.0,188.0,0.0,0.0,340.0,0.0,11107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,97.0,0.0,0.0,33.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,32493.0,4.0,0.0,25.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GHRun1,SRS665168,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524571,0.0,23.0,0.0,205.0,22.0,13.0,4729.0,877.0,222.0,28.0,1543.0,0.0,0.0,1909.0,3.0,306.0,0.0,7.0,2.0,14.0,0.0,42.0,2.0,3.0,53.0,0.0,553.0,1.0,0.0,390.0,0.0,82.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,6.0,702.0,13376.0,27.0,0.0,72.0,0.0,0.0,0.0,1242.0,0.0,15.0,1.0,0.0,0.0,1.0,4.0,FieldRun1,SRS665009,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524572,0.0,2.0,0.0,6.0,11.0,50.0,2780.0,695.0,107.0,11.0,665.0,0.0,0.0,1399.0,1.0,5544.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,221.0,0.0,1050.0,0.0,0.0,543.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,28.0,3.0,0.0,36.0,434.0,20298.0,94.0,0.0,31.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GHRun1,SRS665170,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524573,0.0,0.0,0.0,210.0,11.0,0.0,2138.0,4526.0,73.0,4.0,1693.0,0.0,0.0,2422.0,0.0,1271.0,0.0,0.0,0.0,4.0,0.0,175.0,0.0,2.0,157.0,0.0,742.0,5.0,0.0,130.0,0.0,15.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,607.0,22467.0,1.0,0.0,330.0,0.0,0.0,0.0,896.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,FieldRun1,SRS665010,Rice Paddy,Rice Paddy,Endosphere,Rice
