index,D_0__Archaea,D_0__Bacteria,Library_Name,SRA_Sample,env_biome,env_feature,env_material,host
SRR1524625,332.0,62922.0,GHRun1,SRS665227,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524626,203.0,45589.0,GHRun1,SRS665229,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524627,129.0,50595.0,FieldRun1,SRS665063,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524628,466.0,57241.0,FieldRun1,SRS665065,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524629,241.0,67564.0,GHRun1,SRS665230,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524630,286.0,43485.0,FieldRun1,SRS665067,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524631,55.0,18109.0,GHRun1,SRS665231,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524632,217.0,62117.0,FieldRun1,SRS665070,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524633,276.0,93312.0,GHRun1,SRS665232,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524634,642.0,62968.0,FieldRun1,SRS665072,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524635,13.0,42006.0,GHRun1,SRS665233,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524636,507.0,68356.0,FieldRun1,SRS665106,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524637,121.0,28177.0,GHRun1,SRS665234,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524638,96.0,59259.0,FieldRun1,SRS665108,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524639,202.0,47728.0,GHRun1,SRS665235,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524640,584.0,107060.0,FieldRun1,SRS665110,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524641,80.0,26841.0,GHRun1,SRS665236,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524642,82.0,69648.0,FieldRun1,SRS665113,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524643,8.0,58336.0,GHRun1,SRS665237,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524644,283.0,62159.0,GHRun1,SRS665238,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524645,118.0,16823.0,FieldRun1,SRS665114,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524646,548.0,89174.0,GHRun1,SRS665239,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524647,243.0,60122.0,FieldRun1,SRS665115,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524648,77.0,13894.0,GHRun1,SRS665240,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524649,92.0,65615.0,FieldRun1,SRS665117,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524650,29.0,8447.0,GHRun1,SRS665241,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524651,541.0,71432.0,FieldRun1,SRS665118,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524652,185.0,24427.0,GHRun1,SRS665242,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524653,381.0,55638.0,FieldRun1,SRS665120,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524654,183.0,20050.0,GHRun1,SRS665243,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524655,28.0,48665.0,GHRun1,SRS665244,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524656,355.0,56837.0,GHRun1,SRS665245,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524657,113.0,63899.0,FieldRun1,SRS665121,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524658,90.0,21084.0,GHRun1,SRS665246,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524659,546.0,60005.0,FieldRun1,SRS665125,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524660,131.0,23668.0,GHRun1,SRS665247,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524661,234.0,67142.0,FieldRun1,SRS665126,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524662,186.0,25219.0,GHRun1,SRS665248,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524663,97.0,57433.0,FieldRun1,SRS665128,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524664,135.0,28286.0,GHRun1,SRS665249,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524665,588.0,77503.0,FieldRun1,SRS665130,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524666,2.0,25672.0,GHRun1,SRS665250,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524668,231.0,60255.0,FieldRun1,SRS665132,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524670,87.0,56329.0,FieldRun1,SRS665135,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524673,435.0,66426.0,FieldRun1,SRS665136,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524674,164.0,79174.0,FieldRun1,SRS665138,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524675,174.0,67898.0,FieldRun1,SRS665140,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524676,176.0,55100.0,GHRun1,SRS665255,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524677,589.0,102315.0,FieldRun1,SRS665142,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524678,203.0,106867.0,GHRun1,SRS665256,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524679,230.0,69793.0,FieldRun1,SRS665144,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524680,107.0,44227.0,GHRun1,SRS665257,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524681,37.0,47137.0,GHRun1,SRS665258,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524682,125.0,79183.0,FieldRun1,SRS665146,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524683,282.0,56230.0,GHRun1,SRS665259,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524684,915.0,58508.0,FieldRun1,SRS665148,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524685,250.0,48238.0,GHRun1,SRS665260,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524686,375.0,65925.0,FieldRun1,SRS665149,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524687,115.0,67023.0,FieldRun1,SRS665151,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524688,923.0,78682.0,FieldRun1,SRS665153,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524689,555.0,65764.0,GHRun1,SRS665261,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524690,284.0,35143.0,FieldRun1,SRS665155,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524691,188.0,74625.0,FieldRun1,SRS665157,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524692,1723.0,89286.0,FieldRun1,SRS665159,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524693,9.0,74421.0,GHRun1,SRS665263,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524694,1029.0,91965.0,FieldRun1,SRS665161,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524695,76.0,35136.0,GHRun1,SRS665262,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524696,196.0,74904.0,FieldRun1,SRS665162,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524697,240.0,48939.0,GHRun1,SRS665268,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524698,109.0,48034.0,GHRun1,SRS665269,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524699,12.0,62144.0,GHRun1,SRS665270,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524700,292.0,62659.0,GHRun1,SRS665271,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524701,193.0,27730.0,GHRun1,SRS665272,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524702,1460.0,96886.0,FieldRun1,SRS665164,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524703,250.0,44639.0,GHRun1,SRS665273,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524704,22.0,93440.0,GHRun1,SRS665274,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524705,246.0,54680.0,GHRun1,SRS665302,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524706,1165.0,85080.0,FieldRun1,SRS665166,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524707,226.0,21112.0,GHRun1,SRS665303,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524708,362.0,79972.0,FieldRun1,SRS665169,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524709,176.0,47736.0,GHRun1,SRS665304,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524710,1747.0,122774.0,FieldRun1,SRS665171,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524711,13.0,66504.0,GHRun1,SRS665305,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524712,861.0,112562.0,FieldRun1,SRS665172,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524713,374.0,54711.0,GHRun1,SRS665306,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524714,286.0,63521.0,FieldRun1,SRS665174,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524715,361.0,60852.0,GHRun1,SRS665307,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524716,1871.0,78939.0,FieldRun1,SRS665177,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524717,253.0,49029.0,GHRun1,SRS665308,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524718,1728.0,119906.0,FieldRun1,SRS665178,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524719,7.0,58568.0,GHRun1,SRS665309,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524720,173.0,98317.0,GHRun1,SRS665310,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524721,469.0,78157.0,FieldRun1,SRS665179,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524722,223.0,63697.0,FieldRun1,SRS665181,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524723,519.0,99096.0,FieldRun1,SRS665183,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524724,271.0,54066.0,FieldRun1,SRS665185,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524725,10.0,68292.0,GHRun1,SRS665311,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524726,243.0,78124.0,FieldRun1,SRS665188,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524727,232.0,53626.0,GHRun1,SRS665312,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524728,164.0,69154.0,FieldRun1,SRS665190,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524729,3.0,93635.0,GHRun1,SRS665313,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524730,284.0,90229.0,FieldRun1,SRS665192,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524731,396.0,105194.0,GHRun1,SRS665314,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524732,97.0,97382.0,FieldRun1,SRS665194,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524733,161.0,26329.0,GHRun1,SRS665315,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524734,82.0,50133.0,FieldRun1,SRS665196,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524735,2.0,50788.0,GHRun1,SRS665316,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524736,41.0,96843.0,FieldRun1,SRS665197,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524737,318.0,34675.0,GHRun1,SRS665320,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524738,686.0,138973.0,FieldRun1,SRS665199,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524739,102.0,45617.0,GHRun1,SRS665321,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524740,48.0,80676.0,FieldRun1,SRS665202,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524741,2.0,69133.0,GHRun1,SRS665322,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524742,389.0,59005.0,GHRun1,SRS665323,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524743,282.0,95412.0,FieldRun1,SRS665204,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524744,217.0,50159.0,GHRun1,SRS665324,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524745,390.0,67921.0,FieldRun1,SRS665206,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524746,22.0,59317.0,GHRun1,SRS665325,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524747,59.0,83516.0,FieldRun1,SRS665208,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524748,235.0,36762.0,GHRun1,SRS665337,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524749,106.0,76619.0,FieldRun1,SRS665212,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524750,66.0,38988.0,GHRun1,SRS665338,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524751,169.0,73549.0,FieldRun1,SRS665214,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524752,126.0,70032.0,FieldRun1,SRS665216,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524753,10.0,58692.0,GHRun1,SRS665339,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524755,89.0,77890.0,FieldRun1,SRS665219,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524756,175.0,39718.0,GHRun1,SRS665340,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524757,108.0,84492.0,FieldRun1,SRS665220,Rice Paddy,Rice Paddy,Rhizosphere,Rice
SRR1524758,11.0,71749.0,GHRun1,SRS665341,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524759,61.0,73594.0,FieldRun1,SRS665222,Rice Paddy,Rice Paddy,Rhizoplane,Rice
SRR1524760,148.0,40743.0,GHRun1,SRS665342,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524761,8.0,48892.0,FieldRun1,SRS665224,Rice Paddy,Rice Paddy,Endosphere,Rice
SRR1524762,73.0,43254.0,GHRun1,SRS665343,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524763,2.0,55544.0,GHRun1,SRS665345,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524764,131.0,41079.0,GHRun,SRS665346,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524766,64.0,45401.0,GHRun1,SRS665347,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524767,161.0,52212.0,GHRun1,SRS665348,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524768,23.0,62785.0,GHRun1,SRS665349,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524769,120.0,38637.0,GHRun1,SRS665350,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524770,13.0,57253.0,GHRun1,SRS665351,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524771,246.0,49374.0,GHRun1,SRS665352,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524772,15.0,55000.0,GHRun1,SRS665353,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524773,2.0,67853.0,GHRun1,SRS665354,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524774,446.0,122410.0,GHRun1,SRS665355,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524775,157.0,62944.0,GHRun1,SRS665356,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524776,5.0,80700.0,GHRun1,SRS665357,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524777,222.0,59161.0,GHRun1,SRS665358,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524778,458.0,92608.0,GHRun1,SRS665359,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524779,5.0,78660.0,GHRun1,SRS665360,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524780,172.0,37660.0,GHRun1,SRS665361,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524781,159.0,56426.0,GHRun1,SRS665362,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524782,28.0,66528.0,GHRun1,SRS665363,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524783,318.0,72035.0,GHRun1,SRS665364,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524784,10.0,77783.0,GHRun1,SRS665365,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524785,515.0,61673.0,GHRun1,SRS665366,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524786,334.0,50162.0,GHRun1,SRS665367,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524787,22.0,62510.0,GHRun1,SRS665368,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524788,268.0,62356.0,GHRun1,SRS665370,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524789,236.0,58616.0,GHRun1,SRS665371,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524790,6.0,57419.0,GHRun1,SRS665372,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524791,282.0,42751.0,GHRun1,SRS665373,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524792,154.0,42943.0,GHRun1,SRS665374,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524793,5.0,49101.0,GHRun1,SRS665375,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524794,190.0,40752.0,GHRun1,SRS665376,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524795,183.0,50193.0,GHRun1,SRS665377,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524796,31.0,37031.0,GHRun1,SRS665379,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524797,245.0,35609.0,GHRun1,SRS665380,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524798,153.0,40419.0,GHRun1,SRS665381,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524799,142.0,39420.0,GHRun1,SRS665382,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524800,30.0,44755.0,GHRun1,SRS665383,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524801,222.0,44819.0,GHRun1,SRS665384,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524802,296.0,50051.0,GHRun1,SRS665385,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524803,212.0,59833.0,GHRun1,SRS665387,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524804,4.0,60291.0,GHRun1,SRS665388,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524805,259.0,34802.0,GHRun1,SRS665389,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524806,180.0,53824.0,GHRun1,SRS665390,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524807,415.0,50658.0,GHRun1,SRS665391,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524808,623.0,166966.0,GHRun1,SRS665392,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524809,86.0,51502.0,GHRun1,SRS665393,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524810,23.0,71889.0,GHRun1,SRS665395,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524811,476.0,123935.0,GHRun1,SRS665396,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524812,9.0,99975.0,GHRun1,SRS665397,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524813,476.0,83704.0,GHRun1,SRS665398,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524814,620.0,148062.0,GHRun1,SRS665400,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524815,112.0,42024.0,GHRun1,SRS665401,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524816,15.0,84015.0,GHRun1,SRS665402,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524817,201.0,108944.0,GHRun1,SRS665403,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524818,27.0,120033.0,GHRun1,SRS665404,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524819,478.0,60394.0,GHRun1,SRS665405,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524820,179.0,49935.0,GHRun1,SRS665406,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524821,4.0,64717.0,GHRun1,SRS665407,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524822,375.0,69624.0,GHRun1,SRS665408,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524823,28.0,43034.0,GHRun1,SRS665409,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524824,21.0,83917.0,GHRun1,SRS665410,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524825,437.0,61640.0,GHRun1,SRS665411,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524826,117.0,37077.0,GHRun1,SRS665412,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524827,23.0,37024.0,GHRun1,SRS665413,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107428,116.0,67249.0,JE.TC.10,SRS830424,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107429,57.0,85650.0,JE.TC.11,SRS995463,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107430,65.0,66572.0,JE.TC.12,SRS995484,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107431,3.0,69054.0,JE.TC.13,SRS995487,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107432,232.0,60019.0,JE.TC.14,SRS995490,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107433,12.0,74303.0,JE.TC.15,SRS995491,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107434,4.0,83495.0,JE.TC.16,SRS995493,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107435,0.0,101243.0,JE.TC.17,SRS995495,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107436,25.0,79671.0,JE.TC.18,SRS995496,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107437,125.0,79057.0,JE.TC.19,SRS995498,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107438,175.0,104567.0,JE.TC.20,SRS995500,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107439,336.0,64869.0,JE.TC.21,SRS995504,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107440,76.0,57034.0,JE.TC.22,SRS995502,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107441,75.0,79465.0,JE.TC.23,SRS995505,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107442,72.0,118947.0,JE.TC.24,SRS995507,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107443,2.0,66876.0,JE.TC.25,SRS995506,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107444,108.0,73079.0,JE.TC.26,SRS995510,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
