index,D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Rubrobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Actinobacteria;__,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__P2-11E,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__AKAU4049,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__S0134 terrestrial group,D_0__Bacteria;D_1__Latescibacteria;D_2__metagenome,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Planctomycetales bacterium,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WPS-2;D_2__metagenome,Stage,TimePoint,Species,State
SRR6764613,0.0,0.0,18.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,95.0,3.0,64.0,0.0,33.0,0.0,Control,TP10,RT430,Watrered
SRR6764376,2.0,2.0,132.0,444.0,24.0,0.0,0.0,0.0,6.0,7.0,459.0,7.0,16.0,39.0,692.0,10.0,25.0,49.0,0.0,3.0,332.0,4.0,44.0,89.0,0.0,18.0,95.0,3.0,0.0,0.0,9.0,23.0,0.0,0.0,25.0,0.0,1148.0,2.0,0.0,4.0,166.0,0.0,49.0,0.0,0.0,220.0,21.0,18.0,0.0,0.0,1166.0,147.0,479.0,19.0,232.0,0.0,Post_flowering,TP12,RT430,Drought
SRR6764782,0.0,0.0,17.0,73.0,2.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,1.0,6.0,149.0,0.0,5.0,3.0,0.0,0.0,78.0,2.0,19.0,25.0,4.0,6.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,184.0,0.0,0.0,0.0,30.0,0.0,4.0,0.0,0.0,69.0,0.0,16.0,0.0,0.0,119.0,37.0,104.0,0.0,33.0,0.0,Pre_flowering,TP8,BT642,Drought
SRR6764769,0.0,3.0,44.0,105.0,18.0,0.0,4.0,0.0,2.0,12.0,129.0,0.0,4.0,12.0,212.0,6.0,9.0,12.0,0.0,0.0,157.0,2.0,31.0,23.0,7.0,1.0,16.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,331.0,0.0,0.0,5.0,72.0,0.0,45.0,0.0,0.0,108.0,0.0,11.0,0.0,0.0,308.0,99.0,209.0,5.0,51.0,0.0,Pre_flowering,TP13,BT642,Recovery
SRR6764440,0.0,8.0,31.0,162.0,9.0,0.0,0.0,0.0,0.0,2.0,112.0,8.0,3.0,4.0,300.0,0.0,4.0,6.0,0.0,0.0,97.0,0.0,19.0,29.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,446.0,0.0,0.0,1.0,51.0,0.0,23.0,0.0,0.0,79.0,0.0,10.0,0.0,0.0,357.0,35.0,132.0,0.0,29.0,0.0,Pre_flowering,TP3,RT430,Watered
SRR6764433,6.0,10.0,19.0,125.0,0.0,0.0,0.0,0.0,2.0,2.0,91.0,4.0,0.0,5.0,63.0,0.0,0.0,4.0,0.0,0.0,86.0,0.0,7.0,16.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,0.0,0.0,45.0,0.0,31.0,0.0,3.0,75.0,0.0,7.0,0.0,0.0,211.0,23.0,141.0,6.0,46.0,0.0,Pre_flowering,TP15,RT430,Recovery
SRR6764420,0.0,2.0,29.0,124.0,6.0,0.0,0.0,0.0,0.0,2.0,91.0,6.0,4.0,12.0,219.0,0.0,9.0,11.0,0.0,2.0,64.0,2.0,11.0,31.0,0.0,6.0,18.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,10.0,0.0,404.0,0.0,0.0,0.0,34.0,0.0,11.0,0.0,0.0,89.0,0.0,4.0,0.0,0.0,213.0,26.0,53.0,2.0,33.0,0.0,Pre_flowering,TP6,RT430,Drought
SRR6764972,0.0,0.0,28.0,80.0,11.0,0.0,0.0,0.0,0.0,4.0,75.0,0.0,0.0,2.0,156.0,0.0,2.0,5.0,0.0,2.0,86.0,2.0,10.0,28.0,0.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,202.0,0.0,0.0,3.0,60.0,0.0,27.0,0.0,0.0,103.0,0.0,2.0,0.0,0.0,223.0,27.0,170.0,9.0,44.0,0.0,Control,TP14,RT430,Watrered
SRR6764401,0.0,0.0,51.0,160.0,18.0,0.0,0.0,0.0,3.0,9.0,157.0,2.0,0.0,14.0,52.0,0.0,0.0,2.0,0.0,4.0,139.0,0.0,13.0,10.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,109.0,0.0,0.0,0.0,85.0,0.0,26.0,0.0,0.0,84.0,0.0,4.0,2.0,0.0,181.0,24.0,152.0,1.0,52.0,0.0,Control,TP16,BT642,Watrered
SRR6765060,0.0,0.0,30.0,183.0,0.0,0.0,0.0,0.0,4.0,0.0,58.0,0.0,0.0,8.0,194.0,0.0,1.0,7.0,0.0,0.0,185.0,0.0,19.0,28.0,2.0,4.0,12.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,0.0,352.0,0.0,0.0,4.0,42.0,0.0,5.0,0.0,0.0,132.0,20.0,5.0,0.0,0.0,311.0,34.0,128.0,4.0,25.0,0.0,Post_flowering,TP10,RT430,Drought
SRR6764364,0.0,4.0,37.0,144.0,7.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,4.0,9.0,100.0,0.0,3.0,6.0,0.0,0.0,71.0,0.0,13.0,18.0,0.0,1.0,19.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,102.0,0.0,0.0,0.0,44.0,0.0,14.0,0.0,0.0,96.0,6.0,6.0,0.0,3.0,207.0,15.0,303.0,0.0,66.0,0.0,Post_flowering,TP17,RT430,Drought
SRR6764676,2.0,0.0,35.0,209.0,17.0,2.0,0.0,2.0,3.0,13.0,141.0,9.0,2.0,10.0,145.0,0.0,7.0,4.0,0.0,0.0,110.0,0.0,18.0,13.0,2.0,2.0,17.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,155.0,0.0,0.0,2.0,72.0,0.0,38.0,0.0,0.0,122.0,0.0,6.0,0.0,0.0,268.0,74.0,179.0,20.0,32.0,0.0,Pre_flowering,TP11,RT430,Recovery
SRR6764421,2.0,4.0,19.0,125.0,4.0,0.0,0.0,0.0,0.0,0.0,87.0,4.0,0.0,4.0,224.0,0.0,3.0,9.0,0.0,2.0,72.0,2.0,16.0,27.0,0.0,9.0,13.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,464.0,0.0,0.0,0.0,47.0,0.0,11.0,0.0,0.0,67.0,0.0,7.0,0.0,0.0,223.0,26.0,86.0,0.0,47.0,0.0,Pre_flowering,TP6,RT430,Drought
SRR6764693,1.0,0.0,36.0,150.0,13.0,0.0,0.0,0.0,0.0,4.0,72.0,23.0,0.0,10.0,185.0,0.0,8.0,5.0,0.0,0.0,122.0,0.0,10.0,19.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,506.0,0.0,0.0,2.0,95.0,0.0,17.0,0.0,0.0,172.0,14.0,0.0,0.0,0.0,324.0,35.0,143.0,4.0,43.0,0.0,Control,TP7,RT430,Watrered
SRR6764404,0.0,5.0,43.0,269.0,16.0,0.0,0.0,0.0,2.0,9.0,176.0,3.0,6.0,23.0,94.0,2.0,0.0,9.0,0.0,9.0,170.0,3.0,7.0,26.0,0.0,2.0,24.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,227.0,0.0,0.0,0.0,100.0,0.0,37.0,0.0,0.0,97.0,2.0,11.0,2.0,0.0,224.0,34.0,214.0,2.0,54.0,0.0,Pre_flowering,TP16,RT430,Recovery
SRR6764914,0.0,0.0,36.0,146.0,10.0,0.0,0.0,0.0,3.0,5.0,116.0,3.0,0.0,5.0,143.0,0.0,6.0,5.0,0.0,0.0,80.0,0.0,31.0,23.0,8.0,4.0,7.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,303.0,2.0,2.0,0.0,50.0,0.0,23.0,0.0,0.0,92.0,0.0,10.0,0.0,0.0,210.0,44.0,161.0,5.0,34.0,0.0,Pre_flowering,TP14,BT642,Recovery
SRR6764996,0.0,0.0,27.0,119.0,13.0,0.0,2.0,0.0,3.0,2.0,104.0,2.0,0.0,11.0,157.0,0.0,2.0,15.0,0.0,2.0,140.0,0.0,22.0,16.0,5.0,5.0,17.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,289.0,0.0,0.0,0.0,56.0,0.0,19.0,2.0,0.0,98.0,5.0,14.0,0.0,0.0,183.0,42.0,154.0,2.0,33.0,0.0,Control,TP8,RT430,Watrered
SRR6765079,2.0,0.0,37.0,153.0,12.0,0.0,4.0,0.0,6.0,11.0,101.0,0.0,0.0,13.0,113.0,0.0,0.0,5.0,0.0,3.0,114.0,0.0,16.0,31.0,2.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,155.0,0.0,0.0,0.0,60.0,0.0,11.0,0.0,0.0,75.0,2.0,2.0,0.0,0.0,298.0,86.0,191.0,5.0,34.0,0.0,Control,TP11,RT430,Watrered
SRR6764870,2.0,0.0,83.0,356.0,25.0,0.0,0.0,5.0,35.0,14.0,223.0,6.0,9.0,25.0,175.0,0.0,8.0,9.0,0.0,2.0,225.0,0.0,49.0,19.0,12.0,6.0,11.0,0.0,8.0,0.0,2.0,3.0,0.0,0.0,16.0,0.0,343.0,4.0,1.0,6.0,101.0,0.0,48.0,0.0,0.0,328.0,2.0,20.0,0.0,0.0,407.0,93.0,495.0,14.0,82.0,0.0,Pre_flowering,TP11,RT430,Recovery
SRR6764340,9.0,9.0,33.0,118.0,0.0,0.0,0.0,0.0,0.0,2.0,99.0,5.0,0.0,10.0,128.0,0.0,5.0,0.0,0.0,0.0,109.0,0.0,8.0,24.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,478.0,0.0,0.0,0.0,59.0,0.0,20.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,252.0,33.0,147.0,1.0,35.0,0.0,Control,TP5,RT430,Watrered
SRR6764468,0.0,0.0,43.0,137.0,6.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,7.0,12.0,242.0,0.0,4.0,14.0,0.0,2.0,103.0,0.0,5.0,38.0,0.0,6.0,18.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,313.0,0.0,0.0,0.0,43.0,0.0,10.0,0.0,0.0,85.0,2.0,7.0,0.0,0.0,380.0,25.0,132.0,0.0,71.0,0.0,Post_flowering,TP12,RT430,Drought
SRR6764398,0.0,0.0,38.0,142.0,2.0,0.0,0.0,0.0,2.0,2.0,75.0,2.0,2.0,10.0,136.0,0.0,2.0,9.0,0.0,2.0,72.0,0.0,16.0,17.0,0.0,9.0,22.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,27.0,0.0,12.0,0.0,0.0,69.0,0.0,4.0,0.0,0.0,210.0,26.0,87.0,3.0,69.0,0.0,Post_flowering,TP16,RT430,Drought
SRR6764626,0.0,5.0,47.0,160.0,17.0,0.0,0.0,0.0,8.0,4.0,136.0,4.0,6.0,19.0,142.0,2.0,3.0,9.0,0.0,4.0,195.0,3.0,36.0,20.0,6.0,2.0,7.0,0.0,8.0,0.0,3.0,0.0,0.0,2.0,12.0,0.0,298.0,3.0,0.0,2.0,88.0,0.0,33.0,2.0,3.0,96.0,10.0,9.0,0.0,0.0,290.0,65.0,237.0,7.0,68.0,0.0,Pre_flowering,TP16,RT430,Recovery
SRR6764970,0.0,0.0,44.0,116.0,2.0,0.0,0.0,0.0,0.0,2.0,110.0,0.0,0.0,5.0,135.0,0.0,0.0,7.0,0.0,2.0,123.0,0.0,8.0,20.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,194.0,0.0,0.0,0.0,62.0,0.0,23.0,0.0,0.0,95.0,1.0,3.0,0.0,0.0,256.0,43.0,181.0,2.0,75.0,0.0,Control,TP14,RT430,Watrered
SRR6764403,0.0,0.0,43.0,178.0,17.0,0.0,0.0,0.0,4.0,5.0,107.0,2.0,0.0,3.0,53.0,0.0,0.0,2.0,0.0,6.0,134.0,2.0,3.0,15.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,106.0,0.0,0.0,0.0,71.0,0.0,31.0,0.0,0.0,68.0,0.0,4.0,2.0,0.0,165.0,32.0,144.0,0.0,62.0,0.0,Pre_flowering,TP16,BT642,Recovery
SRR6764513,0.0,0.0,20.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,5.0,158.0,0.0,8.0,6.0,0.0,0.0,41.0,0.0,17.0,6.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,296.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,44.0,0.0,8.0,0.0,0.0,139.0,15.0,45.0,0.0,19.0,0.0,Pre_flowering,TP8,RT430,Drought
SRR6765049,0.0,0.0,41.0,127.0,15.0,0.0,0.0,0.0,11.0,1.0,109.0,0.0,0.0,9.0,134.0,0.0,3.0,2.0,0.0,0.0,77.0,2.0,19.0,14.0,8.0,0.0,12.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,9.0,0.0,341.0,0.0,0.0,3.0,35.0,0.0,12.0,0.0,0.0,84.0,0.0,2.0,0.0,0.0,213.0,43.0,128.0,0.0,17.0,0.0,Control,TP10,BT642,Watrered
SRR6764827,2.0,0.0,56.0,143.0,15.0,0.0,2.0,0.0,0.0,0.0,95.0,0.0,0.0,4.0,218.0,0.0,2.0,8.0,0.0,4.0,155.0,0.0,10.0,13.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,195.0,2.0,0.0,0.0,78.0,0.0,51.0,0.0,0.0,67.0,0.0,1.0,0.0,0.0,252.0,44.0,138.0,2.0,46.0,0.0,Control,TP2,BT643,Watrered
SRR6764842,0.0,0.0,32.0,145.0,2.0,0.0,0.0,0.0,6.0,5.0,89.0,0.0,0.0,8.0,165.0,0.0,2.0,4.0,0.0,5.0,150.0,0.0,43.0,21.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,433.0,0.0,0.0,0.0,47.0,0.0,3.0,0.0,0.0,103.0,5.0,11.0,0.0,0.0,244.0,45.0,121.0,6.0,28.0,0.0,Post_flowering,TP10,RT430,Drought
SRR6764750,0.0,0.0,34.0,213.0,9.0,0.0,0.0,2.0,2.0,8.0,156.0,7.0,11.0,16.0,185.0,0.0,3.0,23.0,0.0,13.0,108.0,2.0,28.0,33.0,0.0,5.0,21.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,251.0,0.0,0.0,5.0,63.0,3.0,22.0,0.0,0.0,74.0,10.0,4.0,4.0,0.0,266.0,46.0,142.0,13.0,70.0,0.0,Post_flowering,TP17,RT430,Drought
SRR6764698,0.0,0.0,43.0,122.0,4.0,0.0,0.0,0.0,0.0,0.0,109.0,5.0,0.0,11.0,279.0,2.0,12.0,16.0,0.0,4.0,73.0,0.0,15.0,29.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,459.0,0.0,0.0,0.0,41.0,0.0,13.0,0.0,0.0,96.0,0.0,1.0,0.0,0.0,241.0,58.0,77.0,0.0,47.0,0.0,Pre_flowering,TP7,RT430,Drought
SRR6764840,2.0,2.0,65.0,193.0,17.0,0.0,0.0,0.0,2.0,7.0,175.0,4.0,2.0,5.0,135.0,3.0,5.0,9.0,0.0,0.0,143.0,0.0,34.0,31.0,6.0,2.0,20.0,2.0,4.0,0.0,2.0,15.0,0.0,0.0,10.0,0.0,368.0,2.0,0.0,0.0,76.0,0.0,31.0,0.0,0.0,108.0,2.0,6.0,0.0,0.0,203.0,74.0,153.0,5.0,59.0,0.0,Pre_flowering,TP10,BT642,Recovery
SRR6764834,0.0,7.0,18.0,210.0,10.0,0.0,0.0,0.0,0.0,7.0,56.0,2.0,0.0,9.0,67.0,0.0,0.0,2.0,0.0,0.0,138.0,0.0,8.0,31.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,183.0,0.0,0.0,0.0,51.0,0.0,19.0,0.0,2.0,85.0,0.0,2.0,0.0,0.0,202.0,21.0,159.0,2.0,18.0,0.0,Control,TP15,BT642,Watrered
SRR6764425,5.0,0.0,54.0,269.0,22.0,0.0,3.0,0.0,4.0,6.0,199.0,4.0,10.0,32.0,224.0,2.0,4.0,12.0,0.0,8.0,254.0,3.0,41.0,44.0,0.0,14.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,189.0,0.0,0.0,0.0,79.0,0.0,28.0,0.0,2.0,113.0,7.0,17.0,2.0,2.0,375.0,72.0,286.0,11.0,127.0,0.0,Post_flowering,TP15,RT430,Drought
SRR6765048,0.0,0.0,31.0,168.0,10.0,0.0,0.0,0.0,17.0,2.0,112.0,2.0,0.0,9.0,199.0,0.0,2.0,8.0,0.0,0.0,132.0,0.0,28.0,10.0,5.0,2.0,13.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,339.0,0.0,0.0,0.0,36.0,0.0,13.0,2.0,0.0,112.0,0.0,10.0,0.0,0.0,236.0,66.0,150.0,2.0,22.0,0.0,Control,TP10,RT430,Watrered
SRR6765076,8.0,0.0,59.0,260.0,21.0,0.0,3.0,0.0,6.0,9.0,185.0,1.0,2.0,10.0,138.0,3.0,4.0,9.0,0.0,0.0,205.0,0.0,36.0,34.0,4.0,1.0,23.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,311.0,0.0,0.0,4.0,86.0,0.0,24.0,2.0,2.0,127.0,0.0,3.0,0.0,0.0,302.0,89.0,221.0,19.0,41.0,0.0,Pre_flowering,TP11,BT642,Recovery
SRR6765021,0.0,2.0,49.0,140.0,8.0,0.0,0.0,0.0,0.0,0.0,77.0,2.0,2.0,11.0,144.0,0.0,3.0,8.0,0.0,8.0,242.0,1.0,6.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,184.0,0.0,0.0,1.0,64.0,0.0,53.0,0.0,0.0,62.0,0.0,5.0,0.0,0.0,224.0,57.0,215.0,3.0,72.0,0.0,Control,TP3,RT431,Watrered
SRR6764822,0.0,0.0,87.0,233.0,11.0,0.0,0.0,0.0,10.0,8.0,81.0,2.0,0.0,14.0,163.0,0.0,6.0,6.0,0.0,2.0,317.0,2.0,52.0,41.0,7.0,3.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,255.0,0.0,0.0,7.0,95.0,0.0,45.0,0.0,0.0,139.0,2.0,12.0,2.0,0.0,321.0,106.0,264.0,13.0,70.0,0.0,Control,TP1,BT642,Watrered
SRR6764372,2.0,3.0,31.0,168.0,1.0,0.0,2.0,0.0,0.0,3.0,183.0,0.0,0.0,7.0,159.0,0.0,5.0,10.0,0.0,5.0,130.0,1.0,11.0,21.0,0.0,2.0,18.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,225.0,0.0,0.0,0.0,55.0,0.0,24.0,0.0,0.0,88.0,4.0,4.0,0.0,0.0,257.0,29.0,215.0,7.0,66.0,0.0,Control,TP12,RT430,Watrered
SRR6764424,3.0,5.0,47.0,304.0,27.0,0.0,3.0,0.0,2.0,11.0,158.0,7.0,8.0,25.0,232.0,3.0,2.0,28.0,4.0,8.0,236.0,0.0,38.0,40.0,0.0,12.0,25.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,173.0,0.0,0.0,0.0,66.0,0.0,23.0,0.0,0.0,143.0,14.0,27.0,0.0,0.0,352.0,58.0,245.0,9.0,128.0,0.0,Post_flowering,TP15,BT642,Drought
SRR6764363,1.0,10.0,32.0,207.0,8.0,0.0,2.0,0.0,2.0,0.0,141.0,0.0,6.0,17.0,141.0,0.0,7.0,15.0,0.0,1.0,127.0,1.0,13.0,28.0,2.0,6.0,20.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,2.0,38.0,0.0,16.0,0.0,0.0,95.0,3.0,9.0,0.0,0.0,262.0,34.0,117.0,3.0,97.0,0.0,Post_flowering,TP17,BT642,Drought
SRR6764460,0.0,0.0,30.0,139.0,2.0,0.0,0.0,0.0,4.0,5.0,106.0,0.0,12.0,10.0,180.0,0.0,8.0,21.0,0.0,0.0,107.0,0.0,23.0,30.0,0.0,13.0,20.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,247.0,0.0,0.0,0.0,49.0,0.0,23.0,0.0,0.0,110.0,7.0,6.0,0.0,3.0,321.0,56.0,140.0,0.0,73.0,0.0,Post_flowering,TP14,BT642,Drought
SRR6764351,0.0,3.0,30.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,83.0,3.0,2.0,5.0,163.0,0.0,3.0,4.0,0.0,3.0,118.0,2.0,13.0,21.0,0.0,6.0,5.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,8.0,3.0,252.0,3.0,0.0,0.0,47.0,0.0,17.0,0.0,0.0,128.0,0.0,2.0,0.0,0.0,226.0,22.0,136.0,2.0,33.0,0.0,Control,TP6,BT642,Watrered
SRR6764917,3.0,5.0,29.0,189.0,11.0,0.0,0.0,0.0,0.0,12.0,108.0,12.0,9.0,10.0,220.0,0.0,9.0,17.0,0.0,11.0,162.0,2.0,39.0,36.0,0.0,8.0,12.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,21.0,0.0,291.0,0.0,0.0,2.0,53.0,0.0,10.0,0.0,0.0,88.0,45.0,6.0,2.0,0.0,410.0,54.0,532.0,7.0,98.0,0.0,Post_flowering,TP13,BT642,Drought
SRR6764690,5.0,10.0,39.0,243.0,10.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,0.0,4.0,86.0,0.0,2.0,0.0,0.0,4.0,206.0,0.0,6.0,21.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,147.0,0.0,0.0,0.0,53.0,0.0,22.0,0.0,0.0,176.0,2.0,7.0,0.0,0.0,186.0,31.0,144.0,2.0,74.0,0.0,Control,TP7,BT642,Watrered
SRR6764375,0.0,0.0,74.0,117.0,17.0,0.0,0.0,0.0,0.0,2.0,143.0,0.0,5.0,10.0,284.0,0.0,15.0,13.0,0.0,0.0,114.0,0.0,16.0,33.0,0.0,9.0,19.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,538.0,4.0,0.0,0.0,73.0,0.0,41.0,0.0,0.0,88.0,0.0,5.0,0.0,2.0,375.0,41.0,173.0,4.0,76.0,0.0,Pre_flowering,TP12,BT642,Recovery
SRR6764555,6.0,0.0,138.0,239.0,15.0,4.0,0.0,0.0,8.0,8.0,146.0,4.0,0.0,11.0,597.0,0.0,13.0,9.0,0.0,5.0,322.0,1.0,69.0,29.0,12.0,1.0,23.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,1317.0,0.0,0.0,3.0,143.0,0.0,73.0,1.0,0.0,146.0,0.0,18.0,8.0,0.0,444.0,181.0,279.0,7.0,57.0,0.0,Control,TP3,RT430,Watrered
SRR6764921,0.0,6.0,50.0,147.0,18.0,0.0,0.0,2.0,3.0,3.0,184.0,5.0,2.0,7.0,175.0,0.0,12.0,17.0,0.0,6.0,176.0,2.0,28.0,36.0,0.0,7.0,20.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,237.0,0.0,0.0,2.0,92.0,0.0,21.0,0.0,0.0,103.0,0.0,7.0,4.0,0.0,334.0,55.0,219.0,6.0,82.0,0.0,Control,TP13,RT430,Watrered
