index,D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Rubrobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Actinobacteria;__,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__P2-11E,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__AKAU4049,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__S0134 terrestrial group,D_0__Bacteria;D_1__Latescibacteria;D_2__metagenome,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Planctomycetales bacterium,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WPS-2;D_2__metagenome,Stage,TimePoint,Species,State
SRR6764435,0.0,2.0,13.0,100.0,8.0,0.0,0.0,0.0,8.0,0.0,68.0,6.0,14.0,13.0,175.0,2.0,1.0,13.0,0.0,0.0,136.0,0.0,37.0,39.0,9.0,5.0,10.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,265.0,0.0,0.0,0.0,21.0,0.0,15.0,0.0,0.0,86.0,8.0,13.0,0.0,0.0,220.0,51.0,186.0,9.0,69.0,0.0,Post_flowering,TP14,RT430,Drought
SRR6764878,12.0,4.0,106.0,383.0,39.0,3.0,0.0,5.0,5.0,13.0,249.0,0.0,0.0,18.0,90.0,0.0,2.0,7.0,0.0,16.0,306.0,0.0,33.0,18.0,0.0,2.0,17.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,7.0,0.0,170.0,0.0,0.0,3.0,127.0,0.0,37.0,0.0,2.0,167.0,0.0,16.0,9.0,0.0,332.0,80.0,377.0,21.0,98.0,0.0,Pre_flowering,TP15,BT642,Recovery
SRR6764771,3.0,4.0,58.0,176.0,14.0,0.0,0.0,2.0,12.0,5.0,121.0,5.0,10.0,11.0,178.0,7.0,4.0,20.0,0.0,0.0,147.0,3.0,41.0,38.0,2.0,6.0,23.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,21.0,0.0,237.0,0.0,0.0,4.0,58.0,0.0,18.0,0.0,0.0,145.0,3.0,10.0,0.0,0.0,327.0,72.0,214.0,4.0,58.0,2.0,Post_flowering,TP13,BT642,Drought
SRR6764377,0.0,0.0,47.0,165.0,7.0,0.0,0.0,2.0,2.0,1.0,174.0,2.0,2.0,4.0,131.0,2.0,2.0,9.0,0.0,3.0,130.0,2.0,17.0,36.0,0.0,4.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,257.0,2.0,0.0,2.0,83.0,0.0,42.0,0.0,0.0,94.0,0.0,6.0,0.0,0.0,288.0,31.0,222.0,6.0,73.0,0.0,Control,TP12,BT642,Watrered
SRR6764671,0.0,0.0,28.0,107.0,10.0,0.0,0.0,2.0,0.0,4.0,79.0,0.0,0.0,6.0,66.0,0.0,4.0,7.0,0.0,0.0,61.0,0.0,12.0,12.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,324.0,0.0,0.0,5.0,28.0,0.0,15.0,0.0,0.0,69.0,0.0,3.0,0.0,0.0,202.0,19.0,99.0,2.0,21.0,0.0,Control,TP9,BT642,Watrered
SRR6764669,0.0,0.0,50.0,146.0,11.0,0.0,0.0,0.0,6.0,10.0,106.0,2.0,2.0,7.0,165.0,0.0,7.0,1.0,0.0,0.0,71.0,3.0,11.0,21.0,0.0,3.0,8.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,186.0,0.0,0.0,0.0,56.0,0.0,24.0,0.0,0.0,82.0,0.0,5.0,0.0,0.0,227.0,31.0,105.0,1.0,38.0,0.0,Pre_flowering,TP9,RT430,Recovery
SRR6764355,2.0,7.0,44.0,241.0,11.0,0.0,0.0,0.0,0.0,3.0,169.0,0.0,0.0,3.0,109.0,0.0,0.0,5.0,0.0,3.0,184.0,0.0,4.0,23.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,171.0,0.0,0.0,0.0,77.0,0.0,37.0,0.0,0.0,113.0,0.0,3.0,0.0,0.0,289.0,41.0,228.0,1.0,75.0,0.0,Pre_flowering,TP17,BT642,Recovery
SRR6764521,0.0,0.0,31.0,133.0,14.0,0.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,3.0,70.0,0.0,4.0,5.0,0.0,0.0,148.0,0.0,20.0,10.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,127.0,0.0,0.0,0.0,48.0,0.0,23.0,0.0,0.0,94.0,0.0,21.0,0.0,0.0,105.0,56.0,90.0,0.0,39.0,0.0,Control,TP8,BT642,Watrered
SRR6764997,0.0,2.0,35.0,94.0,6.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,11.0,151.0,0.0,10.0,11.0,0.0,2.0,141.0,0.0,26.0,22.0,6.0,1.0,3.0,4.0,6.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,259.0,2.0,0.0,0.0,36.0,0.0,19.0,0.0,0.0,78.0,4.0,6.0,0.0,0.0,169.0,53.0,151.0,2.0,29.0,0.0,Post_flowering,TP8,BT642,Watered
SRR6764368,2.0,2.0,49.0,166.0,15.0,3.0,1.0,0.0,0.0,5.0,177.0,0.0,0.0,15.0,189.0,5.0,0.0,4.0,0.0,5.0,248.0,3.0,25.0,15.0,8.0,3.0,14.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,14.0,0.0,340.0,0.0,0.0,1.0,68.0,0.0,20.0,2.0,0.0,135.0,0.0,8.0,2.0,0.0,301.0,87.0,286.0,21.0,62.0,0.0,Pre_flowering,TP11,RT430,Recovery
SRR6764696,3.0,0.0,26.0,121.0,2.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,3.0,313.0,0.0,0.0,15.0,0.0,2.0,77.0,0.0,10.0,21.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,579.0,3.0,0.0,0.0,67.0,0.0,9.0,0.0,0.0,101.0,0.0,7.0,0.0,0.0,246.0,51.0,107.0,2.0,54.0,0.0,Pre_flowering,TP7,BT642,Drought
SRR6765022,2.0,0.0,14.0,90.0,6.0,0.0,0.0,0.0,0.0,2.0,43.0,2.0,2.0,7.0,151.0,0.0,4.0,9.0,0.0,0.0,82.0,2.0,9.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,369.0,2.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,73.0,0.0,2.0,0.0,0.0,186.0,38.0,89.0,0.0,39.0,0.0,Control,TP3,BT643,Watrered
SRR6765018,4.0,0.0,82.0,186.0,13.0,0.0,0.0,0.0,2.0,8.0,168.0,7.0,2.0,35.0,457.0,0.0,5.0,23.0,0.0,5.0,248.0,0.0,82.0,83.0,7.0,3.0,24.0,3.0,6.0,0.0,2.0,17.0,0.0,0.0,28.0,0.0,1028.0,4.0,0.0,7.0,118.0,0.0,45.0,0.0,0.0,101.0,2.0,17.0,0.0,0.0,438.0,147.0,264.0,1.0,83.0,0.0,Pre_flowering,TP3,RT431,Watered
SRR6764520,0.0,0.0,17.0,109.0,6.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,8.0,101.0,0.0,3.0,2.0,0.0,2.0,157.0,0.0,18.0,4.0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,141.0,0.0,0.0,0.0,30.0,0.0,21.0,0.0,0.0,84.0,0.0,12.0,0.0,0.0,109.0,32.0,95.0,0.0,16.0,0.0,Control,TP8,RT430,Watrered
SRR6764772,7.0,8.0,39.0,233.0,19.0,2.0,0.0,0.0,2.0,2.0,248.0,9.0,13.0,18.0,212.0,0.0,13.0,11.0,0.0,15.0,219.0,4.0,50.0,27.0,0.0,8.0,21.0,0.0,1.0,0.0,4.0,7.0,0.0,0.0,20.0,0.0,239.0,0.0,0.0,4.0,74.0,0.0,27.0,0.0,3.0,114.0,15.0,12.0,0.0,1.0,347.0,54.0,250.0,9.0,124.0,0.0,Post_flowering,TP13,BT642,Drought
SRR6764989,0.0,0.0,8.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,2.0,566.0,0.0,2.0,5.0,0.0,0.0,47.0,0.0,8.0,11.0,2.0,4.0,4.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,441.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,42.0,0.0,4.0,0.0,0.0,155.0,23.0,50.0,0.0,9.0,0.0,Post_flowering,TP8,RT430,Watered
SRR6764476,2.0,11.0,40.0,215.0,16.0,0.0,0.0,3.0,0.0,2.0,225.0,0.0,0.0,8.0,198.0,0.0,5.0,9.0,0.0,5.0,152.0,0.0,24.0,42.0,0.0,13.0,22.0,8.0,0.0,0.0,2.0,4.0,0.0,0.0,10.0,2.0,247.0,0.0,0.0,0.0,88.0,0.0,50.0,0.0,0.0,132.0,3.0,17.0,0.0,2.0,393.0,44.0,299.0,4.0,146.0,0.0,Control,TP12,BT642,Watrered
SRR6764442,6.0,11.0,29.0,206.0,7.0,0.0,0.0,0.0,0.0,12.0,118.0,12.0,3.0,12.0,180.0,0.0,3.0,7.0,0.0,0.0,119.0,0.0,11.0,19.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,289.0,0.0,0.0,0.0,31.0,0.0,28.0,0.0,2.0,80.0,5.0,5.0,0.0,0.0,231.0,26.0,131.0,3.0,69.0,0.0,Post_flowering,TP15,BT642,Drought
SRR6764429,4.0,3.0,76.0,262.0,40.0,2.0,0.0,0.0,6.0,10.0,235.0,2.0,5.0,13.0,94.0,0.0,0.0,15.0,0.0,18.0,229.0,0.0,33.0,22.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,162.0,0.0,0.0,5.0,114.0,0.0,55.0,0.0,5.0,115.0,0.0,9.0,0.0,0.0,249.0,78.0,330.0,17.0,91.0,0.0,Pre_flowering,TP15,RT430,Recovery
SRR6765019,0.0,2.0,107.0,327.0,14.0,5.0,0.0,0.0,5.0,8.0,136.0,2.0,5.0,15.0,695.0,0.0,18.0,15.0,0.0,2.0,345.0,0.0,73.0,48.0,8.0,11.0,22.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,1138.0,4.0,0.0,2.0,137.0,0.0,31.0,0.0,0.0,135.0,0.0,13.0,3.0,0.0,462.0,175.0,314.0,3.0,83.0,0.0,Pre_flowering,TP3,BT642,Watered
SRR6764369,0.0,2.0,43.0,241.0,9.0,0.0,0.0,0.0,0.0,0.0,170.0,2.0,0.0,8.0,212.0,0.0,0.0,4.0,0.0,3.0,114.0,0.0,18.0,38.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,228.0,0.0,0.0,0.0,63.0,0.0,21.0,0.0,0.0,70.0,2.0,7.0,0.0,0.0,383.0,25.0,239.0,2.0,50.0,0.0,Control,TP12,BT642,Watrered
SRR6764826,4.0,1.0,94.0,203.0,28.0,0.0,0.0,6.0,2.0,19.0,139.0,8.0,0.0,15.0,347.0,0.0,10.0,21.0,0.0,5.0,173.0,0.0,65.0,39.0,16.0,3.0,20.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,14.0,0.0,703.0,0.0,0.0,2.0,149.0,0.0,53.0,2.0,1.0,111.0,0.0,6.0,0.0,0.0,518.0,158.0,277.0,8.0,62.0,0.0,Control,TP2,RT430,Watrered
SRR6764472,3.0,3.0,30.0,96.0,9.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,9.0,24.0,282.0,0.0,3.0,22.0,0.0,2.0,86.0,0.0,17.0,33.0,0.0,12.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,360.0,0.0,0.0,0.0,46.0,0.0,19.0,0.0,0.0,147.0,9.0,12.0,0.0,3.0,463.0,24.0,174.0,2.0,87.0,0.0,Post_flowering,TP12,BT642,Drought
SRR6764672,0.0,0.0,35.0,68.0,4.0,0.0,0.0,0.0,2.0,2.0,77.0,2.0,0.0,10.0,144.0,2.0,4.0,4.0,0.0,2.0,74.0,0.0,12.0,13.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,341.0,0.0,0.0,2.0,43.0,0.0,11.0,0.0,0.0,60.0,5.0,2.0,0.0,0.0,172.0,51.0,107.0,2.0,23.0,0.0,Control,TP9,RT430,Watrered
SRR6764974,0.0,0.0,17.0,79.0,4.0,0.0,0.0,0.0,0.0,4.0,111.0,2.0,3.0,4.0,140.0,0.0,4.0,13.0,0.0,2.0,99.0,0.0,14.0,25.0,0.0,3.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,263.0,0.0,0.0,2.0,39.0,0.0,29.0,0.0,0.0,74.0,0.0,2.0,0.0,0.0,238.0,36.0,139.0,9.0,43.0,0.0,Pre_flowering,TP14,BT642,Recovery
SRR6764357,0.0,9.0,20.0,225.0,4.0,0.0,0.0,0.0,1.0,2.0,106.0,6.0,3.0,4.0,127.0,0.0,1.0,8.0,0.0,3.0,109.0,0.0,5.0,24.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,37.0,0.0,18.0,0.0,0.0,64.0,0.0,4.0,0.0,0.0,239.0,18.0,89.0,0.0,73.0,0.0,Post_flowering,TP17,BT642,Drought
SRR6764428,2.0,0.0,11.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,2.0,125.0,0.0,6.0,2.0,0.0,0.0,14.0,0.0,5.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,157.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,99.0,11.0,28.0,0.0,14.0,0.0,Pre_flowering,TP6,BT642,Drought
SRR6764535,0.0,0.0,24.0,152.0,8.0,0.0,0.0,0.0,2.0,5.0,77.0,3.0,2.0,7.0,78.0,0.0,2.0,0.0,0.0,2.0,117.0,0.0,19.0,8.0,5.0,5.0,9.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,193.0,0.0,0.0,2.0,27.0,0.0,21.0,0.0,0.0,63.0,9.0,6.0,3.0,0.0,139.0,31.0,104.0,5.0,20.0,0.0,Post_flowering,TP9,RT430,Watered
SRR6764904,2.0,0.0,28.0,113.0,11.0,0.0,0.0,0.0,2.0,1.0,72.0,6.0,5.0,12.0,130.0,0.0,9.0,6.0,0.0,0.0,85.0,0.0,36.0,30.0,4.0,3.0,18.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,383.0,0.0,0.0,0.0,29.0,0.0,19.0,0.0,0.0,57.0,2.0,5.0,0.0,0.0,164.0,50.0,82.0,2.0,27.0,0.0,Post_flowering,TP14,BT642,Drought
SRR6764835,6.0,14.0,14.0,262.0,4.0,0.0,0.0,0.0,2.0,8.0,102.0,5.0,7.0,11.0,179.0,0.0,0.0,3.0,0.0,3.0,119.0,0.0,13.0,35.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,273.0,0.0,0.0,0.0,43.0,0.0,16.0,0.0,2.0,119.0,11.0,4.0,0.0,0.0,294.0,16.0,128.0,5.0,72.0,0.0,Post_flowering,TP15,RT430,Drought
SRR6764992,2.0,0.0,20.0,128.0,1.0,0.0,0.0,0.0,5.0,0.0,83.0,5.0,0.0,4.0,228.0,0.0,5.0,16.0,0.0,3.0,99.0,0.0,29.0,25.0,7.0,4.0,14.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,378.0,0.0,0.0,4.0,36.0,0.0,5.0,0.0,0.0,56.0,0.0,8.0,0.0,0.0,145.0,44.0,95.0,0.0,28.0,0.0,Pre_flowering,TP8,BT642,Drought
SRR6764478,0.0,0.0,59.0,179.0,18.0,0.0,0.0,2.0,4.0,5.0,247.0,10.0,3.0,24.0,216.0,2.0,7.0,9.0,0.0,1.0,288.0,0.0,23.0,36.0,0.0,6.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,268.0,2.0,0.0,0.0,112.0,0.0,56.0,0.0,0.0,165.0,9.0,8.0,3.0,0.0,399.0,87.0,395.0,9.0,115.0,0.0,Control,TP12,RT430,Watrered
SRR6764930,0.0,1.0,46.0,155.0,17.0,0.0,2.0,0.0,5.0,7.0,152.0,0.0,4.0,11.0,160.0,6.0,9.0,9.0,0.0,0.0,108.0,2.0,25.0,13.0,3.0,3.0,20.0,0.0,6.0,0.0,3.0,46.0,0.0,0.0,12.0,0.0,274.0,0.0,0.0,0.0,71.0,0.0,19.0,2.0,0.0,98.0,3.0,6.0,0.0,0.0,307.0,57.0,470.0,14.0,35.0,0.0,Control,TP9,RT430,Watrered
SRR6764437,2.0,0.0,34.0,119.0,18.0,0.0,0.0,0.0,4.0,1.0,125.0,2.0,2.0,11.0,122.0,0.0,6.0,13.0,0.0,0.0,128.0,0.0,32.0,35.0,4.0,5.0,15.0,0.0,6.0,0.0,4.0,7.0,0.0,2.0,10.0,0.0,226.0,0.0,0.0,3.0,67.0,0.0,23.0,0.0,0.0,96.0,0.0,7.0,0.0,0.0,238.0,56.0,855.0,13.0,53.0,0.0,Control,TP14,RT430,Watrered
SRR6764803,0.0,0.0,23.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,9.0,88.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,142.0,0.0,0.0,0.0,61.0,0.0,30.0,0.0,0.0,352.0,0.0,7.0,0.0,0.0,172.0,14.0,150.0,0.0,81.0,0.0,Control,TP5,RT430,Watrered
SRR6764534,0.0,2.0,33.0,278.0,15.0,0.0,0.0,0.0,7.0,4.0,136.0,1.0,0.0,14.0,132.0,0.0,4.0,0.0,0.0,0.0,238.0,0.0,48.0,10.0,6.0,2.0,19.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,328.0,0.0,0.0,2.0,53.0,0.0,42.0,3.0,0.0,121.0,8.0,5.0,0.0,0.0,219.0,68.0,158.0,3.0,47.0,0.0,Post_flowering,TP9,BT642,Watered
SRR6764358,0.0,0.0,20.0,151.0,9.0,0.0,0.0,0.0,0.0,6.0,104.0,0.0,0.0,2.0,29.0,0.0,0.0,4.0,0.0,2.0,85.0,0.0,12.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,40.0,0.0,4.0,0.0,2.0,56.0,0.0,4.0,5.0,0.0,144.0,14.0,117.0,4.0,30.0,0.0,Control,TP17,BT642,Watrered
SRR6764801,0.0,0.0,32.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,4.0,151.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,144.0,0.0,0.0,0.0,44.0,0.0,33.0,0.0,0.0,272.0,10.0,9.0,0.0,0.0,194.0,28.0,207.0,0.0,87.0,0.0,Control,TP5,BT642,Watrered
SRR6764407,0.0,0.0,34.0,105.0,9.0,0.0,0.0,0.0,0.0,0.0,127.0,2.0,0.0,7.0,55.0,0.0,0.0,5.0,0.0,4.0,137.0,0.0,2.0,14.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,121.0,0.0,0.0,0.0,42.0,0.0,28.0,0.0,0.0,76.0,0.0,9.0,0.0,0.0,211.0,46.0,227.0,3.0,69.0,0.0,Control,TP16,RT430,Watrered
SRR6764434,4.0,4.0,21.0,130.0,7.0,0.0,0.0,0.0,0.0,6.0,86.0,2.0,0.0,2.0,51.0,0.0,4.0,2.0,0.0,0.0,117.0,0.0,4.0,16.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,76.0,0.0,0.0,0.0,37.0,0.0,13.0,0.0,0.0,63.0,0.0,4.0,0.0,0.0,167.0,5.0,159.0,0.0,26.0,0.0,Control,TP15,RT430,Watrered
SRR6764838,0.0,0.0,47.0,179.0,18.0,0.0,0.0,0.0,6.0,8.0,186.0,3.0,2.0,5.0,326.0,0.0,6.0,9.0,0.0,4.0,291.0,2.0,43.0,36.0,11.0,3.0,15.0,0.0,10.0,2.0,3.0,12.0,0.0,0.0,21.0,0.0,312.0,0.0,0.0,2.0,93.0,9.0,29.0,0.0,0.0,194.0,23.0,10.0,0.0,0.0,338.0,101.0,281.0,13.0,47.0,0.0,Control,TP10,BT642,Watrered
SRR6764783,0.0,0.0,19.0,116.0,7.0,2.0,0.0,0.0,5.0,2.0,58.0,0.0,0.0,2.0,146.0,0.0,6.0,4.0,0.0,2.0,118.0,0.0,24.0,15.0,6.0,8.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,233.0,4.0,0.0,0.0,28.0,0.0,8.0,0.0,0.0,73.0,2.0,8.0,0.0,0.0,151.0,43.0,132.0,0.0,26.0,0.0,Pre_flowering,TP8,RT430,Drought
SRR6764748,0.0,4.0,66.0,168.0,30.0,0.0,0.0,0.0,2.0,5.0,151.0,0.0,2.0,11.0,163.0,0.0,9.0,15.0,0.0,5.0,146.0,0.0,14.0,12.0,0.0,6.0,14.0,2.0,0.0,0.0,4.0,34.0,0.0,0.0,8.0,0.0,386.0,1.0,0.0,2.0,71.0,0.0,24.0,0.0,0.0,99.0,4.0,12.0,0.0,0.0,264.0,62.0,183.0,7.0,77.0,0.0,Pre_flowering,TP17,RT430,Recovery
SRR6764480,0.0,0.0,37.0,73.0,5.0,0.0,0.0,0.0,2.0,2.0,105.0,2.0,3.0,7.0,155.0,0.0,2.0,12.0,0.0,0.0,97.0,0.0,22.0,16.0,0.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,270.0,4.0,0.0,0.0,35.0,0.0,14.0,0.0,0.0,68.0,0.0,2.0,0.0,0.0,246.0,29.0,92.0,5.0,38.0,0.0,Post_flowering,TP12,RT430,Drought
SRR6764831,6.0,11.0,50.0,211.0,13.0,0.0,0.0,0.0,0.0,12.0,111.0,0.0,10.0,11.0,84.0,0.0,0.0,4.0,0.0,0.0,143.0,0.0,5.0,22.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,111.0,0.0,0.0,0.0,63.0,0.0,34.0,0.0,0.0,89.0,0.0,7.0,0.0,0.0,181.0,25.0,146.0,2.0,78.0,0.0,Pre_flowering,TP15,RT430,Recovery
SRR6764804,5.0,14.0,25.0,76.0,0.0,0.0,0.0,0.0,0.0,4.0,71.0,3.0,0.0,2.0,240.0,0.0,0.0,4.0,0.0,4.0,99.0,0.0,8.0,22.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,236.0,0.0,0.0,0.0,22.0,0.0,7.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,202.0,147.0,274.0,2.0,25.0,0.0,Pre_flowering,TP5,BT642,Drought
SRR6764749,0.0,0.0,21.0,126.0,8.0,0.0,2.0,0.0,0.0,4.0,105.0,2.0,6.0,8.0,192.0,0.0,4.0,7.0,2.0,0.0,98.0,0.0,22.0,19.0,0.0,11.0,22.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,0.0,269.0,0.0,0.0,0.0,61.0,0.0,12.0,0.0,0.0,81.0,9.0,3.0,0.0,3.0,262.0,34.0,140.0,0.0,46.0,0.0,Post_flowering,TP17,BT642,Drought
SRR6764564,6.0,2.0,161.0,361.0,38.0,2.0,3.0,2.0,10.0,8.0,276.0,2.0,2.0,26.0,152.0,7.0,7.0,12.0,0.0,5.0,430.0,6.0,44.0,24.0,5.0,0.0,29.0,2.0,10.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,285.0,0.0,0.0,3.0,175.0,0.0,60.0,4.0,2.0,155.0,4.0,10.0,3.0,0.0,443.0,110.0,557.0,23.0,99.0,0.0,Control,TP16,RT430,Watrered
